                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      5.0000000000000000E+000      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16 
                                star_age                                star_mass                             he_core_mass                              c_core_mass                                   log_LH                                  log_LHe                                 log_Teff                                    log_L                                    log_g                             log_center_T                           log_center_Rho                             center_gamma                                center_h1                               center_he4                               center_c12                               surface_h1 
                 1.0000000000000001E-005                  4.9999999999999964E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4869849226645227E+001                 -9.8999999999999986E+001                  3.6299434716624939E+000                  2.9192728860523305E+000                  1.6908426854415359E+000                  5.8604602398644845E+000                 -3.4852186932893594E+000                  2.3830846131997294E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 7.4416000000000000E-005                  4.9999999999999725E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4869849172973671E+001                 -9.8999999999999986E+001                  3.6299910688224850E+000                  2.9194635736316634E+000                  1.6908423865021669E+000                  5.8604602433707758E+000                 -3.4852186826650926E+000                  2.3830846133925013E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 2.5958682111999992E-004                  4.9999999999999085E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4869849015871061E+001                 -9.8999999999999986E+001                  3.6299906080694964E+000                  2.9194616147084340E+000                  1.6908425024134341E+000                  5.8604602536414356E+000                 -3.4852186518121284E+000                  2.3830846134674628E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 7.2035107872931792E-004                  4.9999999999997460E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4869848624874271E+001                 -9.8999999999999986E+001                  3.6299856226336362E+000                  2.9194414443054297E+000                  1.6908427310729839E+000                  5.8604602792036413E+000                 -3.4852185750310460E+000                  2.3830846136402538E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.8668799962237360E-003                  4.9999999999993445E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4869847652127522E+001                 -9.8999999999999986E+001                  3.6299815529719841E+000                  2.9194248274193981E+000                  1.6908430693123724E+000                  5.8604603427977500E+000                 -3.4852183839959010E+000                  2.3830846141026811E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000008E-001 
                 4.7198108322034464E-003                  4.9999999999983427E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4869845231756377E+001                 -9.8999999999999986E+001                  3.6299787052391799E+000                  2.9194128854354791E+000                  1.6908436203649868E+000                  5.8604605010313513E+000                 -3.4852179086529578E+000                  2.3830846152771971E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000008E-001 
                 1.1818815689988476E-002                  4.9999999999958504E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4869839209046168E+001                 -9.8999999999999986E+001                  3.6299770434073655E+000                  2.9194052074283490E+000                  1.6908446510446444E+000                  5.8604608947696608E+000                 -3.4852167258409192E+000                  2.3830846181984541E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 2.9483411457712123E-002                  4.9999999999896474E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4869824221952294E+001                 -9.8999999999999986E+001                  3.6299763580210822E+000                  2.9194002685846945E+000                  1.6908468483426249E+000                  5.8604618745604142E+000                 -3.4852137825547036E+000                  2.3830846253574151E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 7.3438578398454205E-002                  4.9999999999742126E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4869786928089152E+001                 -9.8999999999999986E+001                  3.6299763867884716E+000                  2.9193952581031155E+000                  1.6908519738924233E+000                  5.8604643126757514E+000                 -3.4852064586116023E+000                  2.3830846429113085E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000008E-001 
