                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      4.7999999999999998E+000      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66 
                            model_number                                 star_age                                star_mass                                   log_dt                                num_zones                           mass_conv_core                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                  extra_L                              log_extra_L                                 log_Teff                                    log_L                                    log_R                                    log_g                             log_center_T                           log_center_Rho                             log_center_P                        center_degeneracy                             center_gamma                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_c13                               center_n13                               center_n14                               center_o16                               center_o18                               surface_h1                            total_mass_h1                           total_mass_he4                           total_mass_c12                           total_mass_o16                                       pp                                      cno                                 tri_alfa                                   burn_c                                  c12_c12                                  c12_o16                                  o16_o16              total_internal_energy_start         total_gravitational_energy_start                       total_energy_start                    total_internal_energy               total_gravitational_energy                             total_energy                           total_eps_grav                      total_extra_heating           total_energy_sources_and_sinks                              num_retries                              num_backups                    num_newton_iterations                                log_max_T                                wimp_temp                                 Nx_total                                center_nx                                center_np 
                                     739                  1.1285583205244768E+008                  4.3691694482635040E+000                  2.8721861874624133E+000                                     2132                  0.0000000000000000E+000                  8.6083100138297641E-001                  7.5461441294935327E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2021176727635133E+001                  3.8920672115490937E+000                  3.5470289701524282E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6186922155247458E+000                  4.1027251755503409E+000                  2.3372369931783057E+000                  4.0381425521281383E-001                  8.2889227176611548E+000                  6.4789193505066942E+000                  2.3163717151776311E+001                  1.6014475979101313E+001                  3.4727138948144245E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417838E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9148046447459821E-001                  2.4255672461175917E+000                  1.1236560192213978E+000                  3.4474506478348116E-001                  4.3704334973852327E-001                 -1.2021176743713069E+001                 -1.9452730741700588E+001                  3.8920672115490937E+000                  3.5306755484934036E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.1288937071133543E+049                 -1.2999110136453368E+050                 -5.8702164293400133E+049                  7.1598245476655060E+049                 -1.3051919589919230E+050                 -5.8920950422537215E+049                  2.1269774039621218E+047                  0.0000000000000000E+000                 -2.1269779521717534E+047                                        6                                        1                                        6                  8.5425570299832536E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     740                  1.1285656822534391E+008                  4.3619056831093506E+000                  2.8669798239368336E+000                                     2121                  0.0000000000000000E+000                  8.6020960083395503E-001                  7.5545770671260948E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1985894989915314E+001                  3.8942795795550258E+000                  3.5490323229380092E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6186960936389512E+000                  4.1050666662782263E+000                  2.3383999823138373E+000                  4.0076565943940928E-001                  8.2876738713052021E+000                  6.4823411012125112E+000                  2.3168729829341498E+001                  1.6131770060526566E+001                  3.4918729573303269E+000                  1.7537423422595866E+000                  4.9936760881507586E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417836E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9138645042226321E-001                  2.4205451379880967E+000                  1.1208241240962256E+000                  3.4506996107944149E-001                  4.3735299224140195E-001                 -1.1985895000648748E+001                 -1.9592940612052391E+001                  3.8942795795550258E+000                  3.5326552737552253E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.1598078586919472E+049                 -1.3051859445871695E+050                 -5.8920515871797476E+049                  7.1906901114373883E+049                 -1.3104556551777361E+050                 -5.9138664403399706E+049                  2.1206149697519169E+047                  0.0000000000000000E+000                 -2.1206154971104409E+047                                        6                                        1                                        6                  8.5430819968484659E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     741                  1.1285729523328896E+008                  4.3545302462958864E+000                  2.8615391570409776E+000                                     2106                  0.0000000000000000E+000                  8.5990283855219118E-001                  7.5621272178989807E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1981141864140435E+001                  3.8964002269705516E+000                  3.5509603293916858E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6186028978510958E+000                  4.1071939380015454E+000                  2.3396500097512067E+000                  3.9753064539096644E-001                  8.2864383297161304E+000                  6.4857327108005531E+000                  2.3173698838764352E+001                  1.6248733499360750E+001                  3.5109489338287272E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841472E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417838E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9130597798960569E-001                  2.4154464208243893E+000                  1.1179640660643497E+000                  3.4539226276878665E-001                  4.3765908826294153E-001                 -1.1981141894043631E+001                 -1.9143208589259253E+001                  3.8964002269705516E+000                  3.5345664759797182E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.1906731454477638E+049                 -1.3104495512148790E+050                 -5.9138223667010257E+049                  7.2214228627760638E+049                 -1.3156942987136348E+050                 -5.9355201243602824E+049                  2.1094482130080937E+047                  0.0000000000000000E+000                 -2.1094487934168055E+047                                        6                                        1                                        6                  8.5436038802190488E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     742                  1.1285801291596586E+008                  4.3470557770472578E+000                  2.8559324635580046E+000                                     2134                  0.0000000000000000E+000                  8.5942875138942521E-001                  7.5693336655559418E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1964328705944892E+001                  3.8985529453112981E+000                  3.5528970299727689E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6185399705642971E+000                  4.1094896164675649E+000                  2.3409237035578148E+000                  3.9423715895404055E-001                  8.2852165136555449E+000                  6.4890929491559639E+000                  2.3178622341572808E+001                  1.6365306586312940E+001                  3.5299325607302841E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841472E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417838E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9122825990088188E-001                  2.4102798227552573E+000                  1.1150797517264071E+000                  3.4571192005864609E-001                  4.3796160965045466E-001                 -1.1964328714090898E+001                 -1.9691168310388523E+001                  3.8985529453112981E+000                  3.5364831968731765E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.2214056823099318E+049                 -1.3156881584947050E+050                 -5.9354759026371184E+049                  7.2520745768468288E+049                 -1.3209162663815428E+050                 -5.9570880869685974E+049                  2.1012005390015723E+047                  0.0000000000000000E+000                 -2.1012010959125791E+047                                        6                                        1                                        6                  8.5441237248871094E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     743                  1.1285872198571107E+008                  4.3394627060344293E+000                  2.8506889551701313E+000                                     2131                  0.0000000000000000E+000                  8.5928931398863884E-001                  7.5773871597136810E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1934596518395360E+001                  3.9006929099521637E+000                  3.5548331650705314E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6183817030418446E+000                  4.1117225656363061E+000                  2.3423567131870908E+000                  3.9061188736951052E-001                  8.2840073360329995E+000                  6.4924246954687552E+000                  2.3183504521091962E+001                  1.6481573006856600E+001                  3.5488379444909142E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417838E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9115853460598142E-001                  2.4050317767401417E+000                  1.1121648632282159E+000                  3.4602918090750273E-001                  4.3826074863754466E-001                 -1.1934596538077136E+001                 -1.9278316543703557E+001                  3.9006929099521637E+000                  3.5383979367159961E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.2520571727650357E+049                 -1.3209100545879934E+050                 -5.9570433731148983E+049                  7.2826456648446526E+049                 -1.3261217834132345E+050                 -5.9785721692876906E+049                  2.0932077119289607E+047                  0.0000000000000000E+000                 -2.0932082474079145E+047                                        6                                        1                                        6                  8.5446297107330800E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     744                  1.1285942216558452E+008                  4.3317539068381343E+000                  2.8452096228876953E+000                                     2127                  0.0000000000000000E+000                  8.5881955419352030E-001                  7.5852500386252519E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1910930451191026E+001                  3.9027964967341591E+000                  3.5567392289315616E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6181175113220645E+000                  4.1138726645573325E+000                  2.3439601460871637E+000                  3.8663283699953904E-001                  8.2828114434672724E+000                  6.4957262973287522E+000                  2.3188342927031687E+001                  1.6597455996056652E+001                  3.5676528971260839E+000                  1.7537423422595866E+000                  4.9936760881507586E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841472E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417838E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9109054070718734E-001                  2.3997042691551180E+000                  1.1092206319188755E+000                  3.4634385399421164E-001                  4.3855633607633338E-001                 -1.1910930459296456E+001                 -1.9639938735808958E+001                  3.9027964967341591E+000                  3.5402862647385245E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.2826279971272898E+049                 -1.3261155120769478E+050                 -5.9785271236421868E+049                  7.3130920708898893E+049                 -1.3313037539271509E+050                 -5.9999454683816163E+049                  2.0826737307040138E+047                  0.0000000000000000E+000                 -2.0826742811440310E+047                                        6                                        1                                        6                  8.5451217695605255E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     745                  1.1286011541625965E+008                  4.3239084184779033E+000                  2.8408903011839861E+000                                     2130                  0.0000000000000000E+000                  8.5854594293688191E-001                  7.5926030217528651E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1874530329673652E+001                  3.9047845756408139E+000                  3.5585760600606919E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6181750942676176E+000                  4.1159433373435110E+000                  2.3448803165891472E+000                  3.8400520714170622E-001                  8.2816257001184290E+000                  6.4990068574102260E+000                  2.3193150878684889E+001                  1.6713254004607741E+001                  3.5864258645051188E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417838E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9101770560824227E-001                  2.3942828663706193E+000                  1.1062391707794943E+000                  3.4665667504009035E-001                  4.3884912665894149E-001                 -1.1874530346095316E+001                 -1.9296897481367292E+001                  3.9047845756408139E+000                  3.5421107541021963E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.3130741008452359E+049                 -1.3312973920434657E+050                 -5.9998998195894200E+049                  7.3434821581095374E+049                 -1.3364750078251842E+050                 -6.0212679201423025E+049                  2.0779108284513399E+047                  0.0000000000000000E+000                 -2.0779113599587735E+047                                        6                                        1                                        6                  8.5456214996988482E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     746                  1.1286080286212450E+008                  4.3159286472560909E+000                  2.8372385039232810E+000                                     2117                  0.0000000000000000E+000                  8.5804591702838295E-001                  7.6010639559996940E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1857165474369692E+001                  3.9068768127407876E+000                  3.5604862385992049E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6180521767951466E+000                  4.1181693090231191E+000                  2.3462391373738924E+000                  3.8048533479690366E-001                  8.2804480951289019E+000                  6.5022710757453472E+000                  2.3197935222444904E+001                  1.6829134992592579E+001                  3.6051848358984424E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841483E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417836E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9093660095982945E-001                  2.3887693140543913E+000                  1.1032199105714349E+000                  3.4696825245641427E-001                  4.3913972021749131E-001                 -1.1857165523889323E+001                 -1.8800172406045526E+001                  3.9068768127407876E+000                  3.5440015331993262E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.3434632738247740E+049                 -1.3364684412367528E+050                 -6.0212211385427534E+049                  7.3739181423785093E+049                 -1.3416507017184006E+050                 -6.0425888748054934E+049                  2.0780501075882116E+047                  0.0000000000000000E+000                 -2.0780506440955018E+047                                        6                                        1                                        6                  8.5461171831397333E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     747                  1.1286148175010996E+008                  4.3078259074943830E+000                  2.8317981228692326E+000                                     2129                  0.0000000000000000E+000                  8.5781512408912597E-001                  7.6092216928701439E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1822924294335651E+001                  3.9089879332407582E+000                  3.5624161171350202E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6179143141814238E+000                  4.1204448805379759E+000                  2.3476526483587672E+000                  3.7684220049927980E-001                  8.2792835379622041E+000                  6.5055056471032291E+000                  2.3202676436742941E+001                  1.6944609285047246E+001                  3.6238505876304949E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841472E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417838E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9086436345530844E-001                  2.3831713876239613E+000                  1.1001689196030990E+000                  3.4727729610927621E-001                  4.3942681504757197E-001                 -1.1822924302170557E+001                 -1.9566674852842592E+001                  3.9089879332407582E+000                  3.5459095466679753E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.3738981295131316E+049                 -1.3416439421935035E+050                 -6.0425412924219020E+049                  7.4043000248639416E+049                 -1.3468135046378947E+050                 -6.0638350215150026E+049                  2.0703571489699422E+047                  0.0000000000000000E+000                 -2.0703577324857069E+047                                        6                                        1                                        6                  8.5466067364327092E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     748                  1.1286215390529682E+008                  4.2995718707854129E+000                  2.8274695543321910E+000                                     2123                  0.0000000000000000E+000                  8.5753120069196398E-001                  7.6160248701464672E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1843000356424062E+001                  3.9109630127430131E+000                  3.5642633899201290E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6176516241609806E+000                  4.1223856043346467E+000                  2.3491483902979891E+000                  3.7301778574270728E-001                  8.2781289346765199E+000                  6.5087188368335296E+000                  2.3207386606024205E+001                  1.7059961550860585E+001                  3.6424697172431948E+000                  1.7537423422595873E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417838E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9082552597048397E-001                  2.3774692710485170E+000                  1.0970765615513303E+000                  3.4758446091741052E-001                  4.3971105770941887E-001                 -1.1843000391090854E+001                 -1.8940871026132218E+001                  3.9109630127430131E+000                  3.5477445662464047E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.4042807844007669E+049                 -1.3468068407852354E+050                 -6.0637876234515860E+049                  7.4345695197018558E+049                 -1.3519558881736985E+050                 -6.0849893620351260E+049                  2.0621845577745880E+047                  0.0000000000000000E+000                 -2.0621850906072572E+047                                        6                                        1                                        6                  8.5470866534625767E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     749                  1.1286282004227464E+008                  4.2911769057863491E+000                  2.8235635423816015E+000                                     2152                  0.0000000000000000E+000                  8.5744825098074229E-001                  7.6244444051444937E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1832468094668322E+001                  3.9129856596183843E+000                  3.5661297933701412E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6176465365087389E+000                  4.1246158096753902E+000                  2.3502736682728447E+000                  3.6991843576346034E-001                  8.2769831733991683E+000                  6.5119138369094625E+000                  2.3212070388480328E+001                  1.7175293840809474E+001                  3.6610588591226034E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417838E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9076226597277957E-001                  2.3716703165444741E+000                  1.0939449838662725E+000                  3.4789013417326092E-001                  4.3999285983376274E-001                 -1.1832468102676543E+001                 -1.9566716339327211E+001                  3.9129856596183843E+000                  3.5495944770214733E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.4345501337257331E+049                 -1.3519491636774443E+050                 -6.0849415030487093E+049                  7.4648753326307484E+049                 -1.3571020840821655E+050                 -6.1061455081909031E+049                  2.0622883173783282E+047                  0.0000000000000000E+000                 -2.0622888767677875E+047                                        6                                        1                                        6                  8.5475686012932375E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     750                  1.1286347907539874E+008                  4.2826386160072083E+000                  2.8189072435138010E+000                                     2132                  0.0000000000000000E+000                  8.5727705664634413E-001                  7.6309709095979072E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1762539601346393E+001                  3.9151775889238221E+000                  3.5681417760638148E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6177311090755713E+000                  4.1271679791372664E+000                  2.3513806078701180E+000                  3.6683956633151682E-001                  8.2758480057323691E+000                  6.5150847254181441E+000                  2.3216719061859681E+001                  1.7290395249696669E+001                  3.6795850157460537E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714280E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417836E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9070342808907847E-001                  2.3657728631772241E+000                  1.0907743482339478E+000                  3.4819391465227284E-001                  4.4027174286872939E-001                 -1.1762539623263104E+001                 -1.9059548554168256E+001                  3.9151775889238221E+000                  3.5515770940862708E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.4648554292009057E+049                 -1.3570952359021905E+050                 -6.1060969298209979E+049                  7.4952518737148135E+049                 -1.3622562433787728E+050                 -6.1273105600729118E+049                  2.0631065053917174E+047                  0.0000000000000000E+000                 -2.0631070938534682E+047                                        6                                        1                                        6                  8.5480455967304181E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     751                  1.1286413118987513E+008                  4.2739286005797821E+000                  2.8143238412716349E+000                                     2146                  0.0000000000000000E+000                  8.5672760251633362E-001                  7.6385710911003768E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1738191590391416E+001                  3.9170514904990577E+000                  3.5699463292231144E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6172553107245622E+000                  4.1287469142454478E+000                  2.3531216721262265E+000                  3.6247327181014993E-001                  8.2747236272754705E+000                  6.5182328854897849E+000                  2.3221334666656912E+001                  1.7405274646169378E+001                  3.6980485351671279E+000                  1.7537423422595873E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841472E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417838E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9066942515080310E-001                  2.3597571060556173E+000                  1.0875567828590842E+000                  3.4849551544224461E-001                  4.4054745863782452E-001                 -1.1738191596024960E+001                 -1.9625194300916508E+001                  3.9170514904990577E+000                  3.5533744156002309E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.4952318429385205E+049                 -1.3622493732734485E+050                 -6.1272618897959637E+049                  7.5253901396353777E+049                 -1.3673690968531695E+050                 -6.1483008288963129E+049                  2.0464556671962807E+047                  0.0000000000000000E+000                 -2.0464562350039058E+047                                        6                                        1                                        6                  8.5485163423014772E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     752                  1.1286477466144951E+008                  4.2651272668627680E+000                  2.8085293665361135E+000                                     2134                  0.0000000000000000E+000                  8.5657485244988407E-001                  7.6471704810980057E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1735071013060390E+001                  3.9189477377404458E+000                  3.5717126909447363E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6168954376729396E+000                  4.1307265469910810E+000                  2.3548312346022882E+000                  3.5815887879101299E-001                  8.2736131383086526E+000                  6.5213496853870518E+000                  2.3225904526932243E+001                  1.7519600061260679E+001                  3.7163963856874993E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9061141294140915E-001                  2.3536787776832333E+000                  1.0843175668739533E+000                  3.4879424744819404E-001                  4.4081957609589639E-001                 -1.1735071022688476E+001                 -1.9389315330144832E+001                  3.9189477377404458E+000                  3.5551340796023250E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.5253699851179171E+049                 -1.3673621981571444E+050                 -6.1482519964535254E+049                  7.5553752787119425E+049                 -1.3724536057445398E+050                 -6.1691607787334510E+049                  2.0338523597376361E+047                  0.0000000000000000E+000                 -2.0338529378015277E+047                                        6                                        1                                        6                  8.5489894720481914E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     753                  1.1286541031333759E+008                  4.2561932247001097E+000                  2.8032193413191275E+000                                     2135                  0.0000000000000000E+000                  8.5650792763668948E-001                  7.6539057906462582E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1717217113228958E+001                  3.9209839075186625E+000                  3.5735552249741578E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6167788875777487E+000                  4.1330782213678789E+000                  2.3562401719810677E+000                  3.5443034549459718E-001                  8.2725149743822701E+000                  6.5244383309790264E+000                  2.3230433302240417E+001                  1.7633488586585983E+001                  3.7346485741552153E+000                  1.7537423422595870E+000                  4.9936760881507569E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417838E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  6.9056265911884385E-001                  2.3475092384218637E+000                  1.0810435823359030E+000                  3.4909055961679880E-001                  4.4108827788462240E-001                 -1.1717217134634399E+001                 -1.9024477242834116E+001                  3.9209839075186625E+000                  3.5569581483959194E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.5553544538538863E+049                 -1.3724465693405848E+050                 -6.1691112395519611E+049                  7.5853407860456694E+049                 -1.3775317823580739E+050                 -6.1899770375350657E+049                  2.0298730422919657E+047                  0.0000000000000000E+000                 -2.0298735918107324E+047                                        6                                        1                                        6                  8.5494498343025054E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
