                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      4.7999999999999998E+000      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66 
                            model_number                                 star_age                                star_mass                                   log_dt                                num_zones                           mass_conv_core                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                  extra_L                              log_extra_L                                 log_Teff                                    log_L                                    log_R                                    log_g                             log_center_T                           log_center_Rho                             log_center_P                        center_degeneracy                             center_gamma                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_c13                               center_n13                               center_n14                               center_o16                               center_o18                               surface_h1                            total_mass_h1                           total_mass_he4                           total_mass_c12                           total_mass_o16                                       pp                                      cno                                 tri_alfa                                   burn_c                                  c12_c12                                  c12_o16                                  o16_o16              total_internal_energy_start         total_gravitational_energy_start                       total_energy_start                    total_internal_energy               total_gravitational_energy                             total_energy                           total_eps_grav                      total_extra_heating           total_energy_sources_and_sinks                              num_retries                              num_backups                    num_newton_iterations                                log_max_T                                wimp_temp                                 Nx_total                                center_nx                                center_np 
                                     327                  9.3669087600800827E+007                  4.7879745532697520E+000                  3.9337657009903659E+000                                     1773                  0.0000000000000000E+000                  5.9949096171876748E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8339537811607389E+000                 -4.7883467583791264E+000                 -5.1745911029411786E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6785634798140721E+000                  2.7729159665010674E+000                  1.5525898600750154E+000                  2.0128614668512896E+000                  7.9336023802016715E+000                  3.9584995785492985E+000                  1.9718127340594290E+001                 -1.2663788366301312E-001                  1.4177649574917056E-001                  1.3378911265732505E+000                  4.9999418164543352E-001                  4.0412074877561759E+000                  0.0000000000000000E+000                  9.8639170449146407E-001                  1.2950590984777525E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7666915607651254E-003                  3.6450110935663680E-004                  1.4754170387311546E-005                  7.1798471459188573E-001                  2.8229058532721529E+000                  1.8977247867046503E+000                  5.9922342891026463E-003                  2.4552170988303524E-002                 -1.0525034679921972E+000                  2.8338973712689279E+000                 -4.7883467583791264E+000                 -5.9486711706115942E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.5345814488939210E+048                 -1.8489392894663288E+049                 -8.9548114457693670E+048                  9.4260441681853552E+048                 -1.8279571317302458E+049                 -8.8535271491171030E+048                 -9.3111525095572997E+046                  0.0000000000000000E+000                  9.3111525095594841E+046                                        6                                        1                                        6                  7.9336023802016715E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     328                  9.3677984190363914E+007                  4.7879635445813440E+000                  3.9492235552084316E+000                                     1768                  0.0000000000000000E+000                  6.0115493092285877E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8420300145549642E+000                 -4.4981179786504146E+000                 -4.9944201472048633E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6751451274216520E+000                  2.8092449216167501E+000                  1.5775910424176973E+000                  1.9628581036188222E+000                  7.9390687619256912E+000                  3.9733206602654012E+000                  1.9738888106677990E+001                 -1.0823674218392050E-001                  1.4160487972444591E-001                  1.3378911285330313E+000                  4.9999418155967484E-001                  4.0412075042364712E+000                  0.0000000000000000E+000                  9.8639169862504339E-001                  1.2951130276952960E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7666903602938804E-003                  3.6450123838940542E-004                  1.4755708294211746E-005                  7.1796629364314912E-001                  2.8228355146929376E+000                  1.8977842861943293E+000                  5.9922574946392731E-003                  2.4552040906963900E-002                 -1.0645239615831237E+000                  2.8419761556816185E+000                 -4.4981179786504146E+000                 -5.8087760595409801E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.4260435899860984E+048                 -1.8279565379552387E+049                 -8.8535217895662883E+048                  9.3612917379150875E+048                 -1.8154935650880629E+049                 -8.7936439129655413E+048                 -5.4509564174275564E+046                  0.0000000000000000E+000                  5.4509564174282541E+046                                        6                                        1                                        6                  7.9390687619256930E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     329                  9.3687738211083964E+007                  4.7879496441961829E+000                  3.9891836738094577E+000                                     1742                  0.0000000000000000E+000                  6.0210577046807590E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8527564417866422E+000                 -4.1884864328734608E+000                 -4.8013420966665707E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6722772164248130E+000                  2.8407490724533377E+000                  1.5990789398296699E+000                  1.9198810479520829E+000                  7.9449336526356893E+000                  3.9893672592125111E+000                  1.9761324083917653E+001                 -8.8029038879235480E-002                  1.4143672812806662E-001                  1.3378911327102130E+000                  4.9999418141120738E-001                  4.0412075399240059E+000                  0.0000000000000000E+000                  9.8639168583652992E-001                  1.2952329669256284E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7666882818915118E-003                  3.6450143693519889E-004                  1.4758371570530221E-005                  7.1794120949143270E-001                  2.8227553713845506E+000                  1.8978507429021974E+000                  5.9922876279779290E-003                  2.4551883159636911E-002                 -1.0763725344964470E+000                  2.8527053111853453E+000                 -4.1884864328734608E+000                 -5.6592168523839712E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.3612910347235520E+048                 -1.8154927959091897E+049                 -8.7936369243683448E+048                  9.3315280806718820E+048                 -1.8098389442951524E+049                 -8.7668613622796419E+048                 -2.2970773506768481E+046                  0.0000000000000000E+000                  2.2970773506829537E+046                                        6                                        1                                        5                  7.9449336526356911E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     330                  9.3698961536851466E+007                  4.7879315742009361E+000                  4.0501215689037426E+000                                     1752                  0.0000000000000000E+000                  6.0353202978587150E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8662997211990362E+000                 -3.8419220992508483E+000                 -4.5834930069712447E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6697959194190646E+000                  2.8684970075134615E+000                  1.6179155013712276E+000                  1.8822062858137105E+000                  7.9514151167205087E+000                  4.0074070887908269E+000                  1.9786455118439601E+001                 -6.4754577226643323E-002                  1.4128434050602443E-001                  1.3378911427563440E+000                  4.9999418112736904E-001                  4.0412076269484887E+000                  0.0000000000000000E+000                  9.8639165447544652E-001                  1.2955318684198315E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7666843081591287E-003                  3.6450176895525894E-004                  1.4763464629815356E-005                  7.1790949471981269E-001                  2.8226591086614881E+000                  1.8979292129110628E+000                  5.9923259508603780E-003                  2.4551683388921372E-002                 -1.0887639310521466E+000                  2.8662515547375835E+000                 -3.8419220992508483E+000                 -5.4911610555321966E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.3315271940439416E+048                 -1.8098414366758236E+049                 -8.7668871727142945E+048                  9.3321946350409409E+048                 -1.8101119894085853E+049                 -8.7689252590449119E+048                  5.0786427975419900E+045                  0.0000000000000000E+000                 -5.0786427975680199E+045                                        6                                        1                                        5                  7.9514151167205105E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     331                  9.3712327555477381E+007                  4.7879076176293172E+000                  4.1260020619891433E+000                                     1761                  0.0000000000000000E+000                  6.0519599898995979E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8830988900001540E+000                 -3.4424071732012571E+000                 -4.3288108787794286E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6674979634865927E+000                  2.8942181602522470E+000                  1.6353719896055652E+000                  1.8472911363330096E+000                  7.9590849718589229E+000                  4.0287664146278193E+000                  1.9816219049072465E+001                 -3.7084575152625469E-002                  1.4110551647117744E-001                  1.3378911713299488E+000                  4.9999418050669087E-001                  4.0412078775148448E+000                  0.0000000000000000E+000                  9.8639156374125114E-001                  1.2964081688190480E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7666756186592469E-003                  3.6450238326940563E-004                  1.4774604772017526E-005                  7.1785987394475381E-001                  2.8225388076271187E+000                  1.8980259241503650E+000                  5.9923752611567571E-003                  2.4551422363606017E-002                 -1.1024288768776698E+000                  2.8830539866239642E+000                 -3.4424071732012571E+000                 -5.2961133762141559E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.3321934894847739E+048                 -1.8101149169031647E+049                 -8.7689556795468730E+048                  9.3614958939631039E+048                 -1.8159717561283759E+049                 -8.7982216673206550E+048                  3.2114965890882000E+046                  0.0000000000000000E+000                 -3.2114965891199556E+046                                        6                                        1                                        5                  7.9590849718589229E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     332                  9.3728366777828485E+007                  4.7878758645588553E+000                  4.2051833080367684E+000                                     1773                  0.0000000000000000E+000                  6.0733538796665609E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9033879564787588E+000                 -2.9790466703676510E+000                 -4.0265035254601882E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6652426677064520E+000                  2.9198194417178476E+000                  1.6526832218986458E+000                  1.8126657915264861E+000                  7.9681412672348868E+000                  4.0541360398490527E+000                  1.9851541172202570E+001                 -3.8439678027550488E-003                  1.4091083468775797E-001                  1.3378912665840823E+000                  4.9999417895280723E-001                  4.0412087212276919E+000                  0.0000000000000000E+000                  9.8639125703937858E-001                  1.2994004806095015E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7666538642930704E-003                  3.6450362199962131E-004                  1.4802500741995150E-005                  7.1780323109503441E-001                  2.8223863733692114E+000                  1.8981470897989445E+000                  5.9924387949762308E-003                  2.4551078583655305E-002                 -1.1175788179650807E+000                  2.9033465719295437E+000                 -2.9790466703676510E+000                 -5.0679139680691963E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.3614944103093717E+048                 -1.8159726801321423E+049                 -8.7982323910120515E+048                  9.4198169744993962E+048                 -1.8275039637502445E+049                 -8.8552226630030489E+048                  6.0036264510667676E+046                  0.0000000000000000E+000                 -6.0036264511318619E+046                                        6                                        1                                        5                  7.9681412672348868E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     333                  9.3747437633933738E+007                  4.7878341883695228E+000                  4.2803701892938202E+000                                     1779                  0.0000000000000000E+000                  6.0971248682966450E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9273234553412206E+000                 -2.4488539991178180E+000                 -3.6663768421410441E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6628980142025114E+000                  2.9468768206150360E+000                  1.6709012183551220E+000                  1.7762260182695275E+000                  7.9786933539308462E+000                  4.0839164061954962E+000                  1.9892959713524935E+001                  3.5724896146494448E-002                  1.4070828481490164E-001                  1.3378916341674776E+000                  4.9999417443216138E-001                  4.0412120011984012E+000                  0.0000000000000000E+000                  9.8639006140978314E-001                  1.3111484663851162E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7665905752505619E-003                  3.6450632567813155E-004                  1.4883670977435280E-005                  7.1774334610070512E-001                  2.8221935801828204E+000                  1.8982988369607752E+000                  5.9925215028551358E-003                  2.4550628095473072E-002                 -1.1342070456661770E+000                  2.9272857613038163E+000                 -2.4488539991178180E+000                 -4.8030686710796964E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.4198150698963741E+048                 -1.8275101709054128E+049                 -8.8552866391577536E+048                  9.5091059498816008E+048                 -1.8450960958086994E+049                 -8.9418550082053936E+048                  9.0078550072543723E+046                  0.0000000000000000E+000                 -9.0078550084723827E+046                                        6                                        1                                        5                  7.9786933539308462E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     334                  9.3767429882507920E+007                  4.7877856976518611E+000                  4.3008616429645334E+000                                     1806                  0.0000000000000000E+000                  6.1269080451774860E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9520683893449751E+000                 -1.9122222152210113E+000                 -3.2791545599492751E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6606480572096922E+000                  2.9735172837758412E+000                  1.6887213639211631E+000                  1.7405813286230192E+000                  7.9896087712836765E+000                  4.1147945475832657E+000                  1.9935912092103205E+001                  7.7102023665420141E-002                  1.4050733392654119E-001                  1.3378929110380420E+000                  4.9999416178151446E-001                  4.0412234446798010E+000                  0.0000000000000000E+000                  9.8638588323177923E-001                  1.3523689742441132E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7664134661942176E-003                  3.6451172989253750E-004                  1.5110840774919224E-005                  7.1767701031095943E-001                  2.8219780177109275E+000                  1.8984666228096905E+000                  5.9926264632681071E-003                  2.4550106059406052E-002                 -1.1498816325315144E+000                  2.9520340452986451E+000                 -1.9122222152210113E+000                 -4.5295234797597415E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.5091037831070475E+048                 -1.8450962486008840E+049                 -8.9418587029017924E+048                  9.6194144387437194E+048                 -1.8667926200194746E+049                 -9.0485117614510265E+048                  1.0987993915668856E+047                  0.0000000000000000E+000                 -1.0987993921573455E+047                                        6                                        1                                        5                  7.9896087712836765E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     335                  9.3786501807989746E+007                  4.7877344520595528E+000                  4.2803945411799509E+000                                     1842                  0.0000000000000000E+000                  6.1543386318165993E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9754387798395543E+000                 -1.4159362307794912E+000                 -2.8929866369717554E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6586046504422050E+000                  2.9980743195940205E+000                  1.7050866953652271E+000                  1.7078460172818328E+000                  7.9999595643194352E+000                  4.1439071531574942E+000                  1.9976488855483556E+001                  1.1607065594824822E-001                  1.4030020828718723E-001                  1.3378966221829247E+000                  4.9999412938016363E-001                  4.0412567760087139E+000                  0.0000000000000000E+000                  9.8637370399242563E-001                  1.4727622194839670E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7659598472807597E-003                  3.6452173475304674E-004                  1.5692694600094173E-005                  7.1759863711596472E-001                  2.8217592690455420E+000                  1.8986348286606436E+000                  5.9927773705226251E-003                  2.4549558038687799E-002                 -1.1630673567911363E+000                  2.9754072084308572E+000                 -1.4159362307794912E+000                 -4.2673313804753086E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.6194121967506175E+048                 -1.8667935496668401E+049                 -9.0485232999177837E+048                  9.7379926470041686E+048                 -1.8900912366989094E+049                 -9.1629197199849259E+048                  1.1684045062714166E+047                  0.0000000000000000E+000                 -1.1684045068249258E+047                                        6                                        1                                        5                  7.9999595643194352E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     336                  9.3805219749289766E+007                  4.7876791874542466E+000                  4.2722580809831312E+000                                     1909                  0.0000000000000000E+000                  6.1734207790437623E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9983191301540701E+000                 -9.4147921372089505E-001                 -2.4932841915820143E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6566990784453384E+000                  3.0216744402683311E+000                  1.7206978996961164E+000                  1.6766185955492809E+000                  8.0101897194997953E+000                  4.1719843126881155E+000                  2.0015863775306372E+001                  1.5273041570443327E-001                  1.4002457511297026E-001                  1.3379073072280947E+000                  4.9999404106139755E-001                  4.0413528260257845E+000                  0.0000000000000000E+000                  9.8633859748034836E-001                  1.8200725101451672E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7647233845569682E-003                  3.6454308271085352E-004                  1.7278562540090556E-005                  7.1752007662857231E-001                  2.8215313561486033E+000                  1.8988080903627615E+000                  5.9930711440282199E-003                  2.4548970302301260E-002                 -1.1749584913584818E+000                  2.9982899880261122E+000                 -9.4147921372089505E-001                 -3.9980771001555611E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.7379902740603832E+048                 -1.8900924461688104E+049                 -9.1629341876277203E+048                  9.8653575998996902E+048                 -1.9150958582520207E+049                 -9.2856009826205171E+048                  1.2465632874621762E+047                  0.0000000000000000E+000                 -1.2465632882965983E+047                                        6                                        1                                        5                  8.0101897194997953E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     337                  9.3823485254465431E+007                  4.7876201623153216E+000                  4.2616316881531899E+000                                     1954                  0.0000000000000000E+000                  6.2020439998844445E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0204419603344754E+000                 -4.8532719997262203E-001                 -2.0786995047430117E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6549129180621867E+000                  3.0442198937974960E+000                  1.7355429472270008E+000                  1.6469231462335736E+000                  8.0205964211581477E+000                  4.1984837936130486E+000                  2.0053699394572071E+001                  1.8405518905072502E-001                  1.3953361606807624E-001                  1.3379374710359020E+000                  4.9999379067749450E-001                  4.0416239734618271E+000                  0.0000000000000000E+000                  9.8623950333575738E-001                  2.8004063827368646E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7612180099114426E-003                  3.6459946252274120E-004                  2.1772684425143091E-005                  7.1744396574620961E-001                  2.8212956988928624E+000                  1.8989849872485487E+000                  5.9937586004453524E-003                  2.4548346557722710E-002                 -1.1856295626790931E+000                  3.0204149377863176E+000                 -4.8532719997262203E-001                 -3.6996012946905368E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.8653551090477714E+048                 -1.9150950702302371E+049                 -9.2855955932545992E+048                  9.9987901991473281E+048                 -1.9412719491846724E+049                 -9.4139292926993956E+048                  1.2991970731188787E+047                  0.0000000000000000E+000                 -1.2991970741366329E+047                                        6                                        1                                        5                  8.0205964211581477E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     338                  9.3840973002376735E+007                  4.7875585687889277E+000                  4.2427338842261770E+000                                     1989                  0.0000000000000000E+000                  6.2223187813133252E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0413418963751884E+000                 -4.2464879711572874E-002                 -1.6469816562341850E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6532672576484067E+000                  3.0653811379461029E+000                  1.7494148901288646E+000                  1.6191736731234601E+000                  8.0319791413330908E+000                  4.2217915882896397E+000                  2.0088918205744989E+001                  2.0142335090698885E-001                  1.3842186542397583E-001                  1.3380249097136532E+000                  4.9999301923437373E-001                  4.0424093639525100E+000                  0.0000000000000000E+000                  9.8595264719509568E-001                  5.6360064538384536E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7504178062234334E-003                  3.6479688343153530E-004                  3.5600430301384474E-005                  7.1737850209931475E-001                  2.8210573093019948E+000                  1.8991610437467208E+000                  5.9954678691173805E-003                  2.4547700771727018E-002                 -1.1949791067033846E+000                  3.0413166920014789E+000                 -4.2464879711572874E-002                 -3.3353589527637126E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  9.9987876414934350E+048                 -1.9412706714733391E+049                 -9.4139190732399561E+048                  1.0133559435886181E+049                 -1.9676977474132140E+049                 -9.5434180382459586E+048                  1.3078193961072800E+047                  0.0000000000000000E+000                 -1.3078193969821082E+047                                        6                                        1                                        5                  8.0319791413330908E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     339                  9.3857536737296477E+007                  4.7874953278613823E+000                  4.2191582715881726E+000                                     2004                  0.0000000000000000E+000                  6.2509420021539275E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0608389886714211E+000                  4.2752482637693096E-001                 -1.1507977625661703E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6518134540436580E+000                  3.0852271802747393E+000                  1.7622455185026797E+000                  1.5935066795546775E+000                  8.0465732310995719E+000                  4.2386589421912593E+000                  2.0119882933530455E+001                  1.8466823579970915E-001                  1.3574480476765996E-001                  1.3383337628014922E+000                  4.9998987353646729E-001                  4.0451782633890874E+000                  0.0000000000000000E+000                  9.8494316166325024E-001                  1.5593197229804700E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7063780355327476E-003                  3.6586277913879385E-004                  9.1693042530375033E-005                  7.1713562694496447E-001                  2.8208195670581766E+000                  1.8993318261811794E+000                  6.0001331742689182E-003                  2.4547045725400771E-002                 -1.2027861141397145E+000                  3.0608153201546644E+000                  4.2752482637693096E-001                 -2.8263653418427381E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0133556848630590E+049                 -1.9676970817220004E+049                 -9.5434139685894140E+048                  1.0265879682743139E+049                 -1.9936364097442178E+049                 -9.6704844146990397E+048                  1.2796176663262430E+047                  0.0000000000000000E+000                 -1.2796176663858242E+047                                        6                                        1                                        6                  8.0465732310995719E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     340                  9.3872272196258649E+007                  4.7874346701480563E+000                  4.1683636672729767E+000                                     1998                  3.3780811928907604E-003                  6.2682351980783502E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0772322272204633E+000                  9.2804886434493639E-001                 -5.8303903258792111E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6506609516659791E+000                  3.1020469282910725E+000                  1.7729603972662045E+000                  1.5720714194683014E+000                  8.0605845052895173E+000                  4.2480397809497834E+000                  2.0142233961124166E+001                  1.4830523235102264E-001                  1.3253572600017532E-001                  1.3386466337222218E+000                  4.9998613609485870E-001                  4.0479766977912854E+000                  0.0000000000000000E+000                  9.8392555562431117E-001                  2.5602245167591301E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.6540973077813173E-003                  3.6731387545241930E-004                  1.5781109591831794E-004                  7.1671155256657981E-001                  2.8205983529575138E+000                  1.8994801102451213E+000                  6.0131700925317505E-003                  2.4546434906465249E-002                 -1.2077409102913486E+000                  3.0772096940428306E+000                  9.2804886434493639E-001                 -2.1859880251624282E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0265877234391819E+049                 -1.9936356692326869E+049                 -9.6704794579350500E+048                  1.0380150421046542E+049                 -2.0160296287387946E+049                 -9.7801458663414041E+048                  1.0993059405464790E+047                  0.0000000000000000E+000                 -1.0993059405583430E+047                                        6                                        1                                        6                  8.0605845052895155E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                     341                  9.3884961316613093E+007                  4.7873790164518626E+000                  4.1034315166217734E+000                                     2013                  1.7512611091101114E-002                  6.2891062966078870E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0897611080428220E+000                  1.3594290449577326E+000                 -7.8795410173095867E-002                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.6498605365571355E+000                  3.1155715861061237E+000                  1.7813235563914169E+000                  1.5553400525362107E+000                  8.0724723408668844E+000                  4.2481723091546302E+000                  2.0152839517066418E+001                  9.4520231988749995E-002                  1.2898834855890132E-001                  1.3386873161262567E+000                  4.9998499214104025E-001                  4.0483299790169518E+000                  0.0000000000000000E+000                  9.8379857303453810E-001                  2.6822560545818595E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.6382465157255756E-003                  3.6742072441663066E-004                  1.7793610145454270E-004                  7.1611216435922542E-001                  2.8204009598265678E+000                  1.8995919565007306E+000                  6.0434183068311040E-003                  2.4545905366323124E-002                 -1.2086172937587341E+000                  3.0897392597839186E+000                  1.3594290449577326E+000                 -1.6936917515827097E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0380148199918857E+049                 -2.0160279378915105E+049                 -9.7801311789962478E+048                  1.0463546192005005E+049                 -2.0323706244280232E+049                 -9.8601600522752270E+048                  7.9386585937597964E+046                  0.0000000000000000E+000                 -7.9386585936528381E+046                                        6                                        1                                        6                  8.0724723408668844E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
