                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        9793      2.0000000000000000E+000      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103 
                            model_number                                 star_age                                star_mass                                   log_dt                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                             kh_timescale                            nuc_timescale                                   log_LH                                  log_LHe                                   log_LZ                                  extra_L                              log_extra_L                  mass_loc_of_max_eps_nuc                        eps_grav_integral                                 log_Teff                                    log_L                                    log_R                                    log_g                             log_center_T                           log_center_Rho                             log_center_P                        center_degeneracy                             center_gamma                                center_mu                                center_ye                              center_abar                          center_eps_grav                           center_eps_nuc                                center_h1                               center_he4                               center_c12                               center_c13                               center_n13                               center_n14                               center_o16                               center_o18                               surface_h1                            total_mass_h1                           total_mass_he4                           total_mass_c12                           total_mass_o16                                       pp                                  c12_c12                                  c12_o16                                  o16_o16                              max_eps_nuc                          max_eps_nuc_lgT                        max_eps_nuc_lgRho                            max_eps_nuc_m                          max_eps_nuc_lgP                      max_eps_nuc_opacity              total_internal_energy_start         total_gravitational_energy_start                       total_energy_start                    total_internal_energy               total_gravitational_energy                             total_energy                           total_eps_grav                    total_nuclear_heating                total_non_nuc_neu_cooling                      total_extra_heating           total_energy_sources_and_sinks                              num_retries                              num_backups                    num_newton_iterations                                    max_T                                wimp_temp                                 Nx_total                                center_nx                                center_np                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                      o18                                     ne20                                     ne22                                     mg24 
                                       1                  1.0000000000000001E-005                  1.9999999999999056E+000                 -4.9999999999999991E+000                                      546                  2.4423662256244723E-004                  9.2681526851362617E-001                  1.7230841704997737E-003                  9.9999568462047506E-001                  9.4343878923765911E-001                  9.2681526851362617E-001                  1.7230841704997737E-003                  9.9999627125214574E-001                  9.4343878923765911E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3926874738436977E+003                  1.6648539084411833E+007                 -2.1135141815646922E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  7.8132227243617651E-008                  1.2013054295268539E+003                  3.6569768870439199E+000                  3.0796538656543566E+000                  1.7491319951919659E+000                  1.2406553586931539E+000                  5.4778987151137324E+000                 -3.8661682626404983E+000                  9.7444163408309254E+000                 -9.3535793567842820E+000                  4.2925740667815897E-002                  6.1215564747973072E-001                  8.5899893522392012E-001                  1.2724989833994211E+000                  8.8276905799478500E+003                  2.5097273172635167E-020                  7.1800000000000008E-001                  2.6797147940625970E-001                  2.4091274275684291E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0571098278562297E-004                  6.5375611897529416E-003                  1.4751436645041001E-005                  7.1800000000000008E-001                  1.4359999999999311E+000                  5.3594295881249387E-001                  4.8182548551366257E-003                  1.3075122379505259E-002                 -2.1135141815646922E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  2.5097273172635167E-020                  5.4778987151137324E+000                 -3.8661682626404983E+000                  0.0000000000000000E+000                  9.7444163408309254E+000                  6.3325223014510200E+001                  1.9156498497350073E+047                 -2.5898037342090958E+047                 -6.7415388447408851E+046                  1.9156498486243048E+047                 -2.5898037473794578E+047                 -6.7415387109055759E+046                  1.4564639113741059E+039                  8.8818712297513788E+014                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4564653390163660E+039                                        0                                        0                                        6                  3.0053753160671348E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  7.4416000000000000E-005                  1.9999999999993012E+000                 -4.6832750158095005E+000                                      548                  2.4938962687298932E-004                  9.2681526851390628E-001                  1.7230842112699208E-003                  9.9999568462047506E-001                  9.4343878914481805E-001                  9.2681526851390628E-001                  1.7230842112699208E-003                  9.9999647033853400E-001                  9.4343878914481805E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4145319024821129E+003                  1.6906380536136482E+007                 -2.1135142011993064E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  7.8132227243594040E-008                  1.1829789341804471E+003                  3.6553505431468856E+000                  3.0729793556258591E+000                  1.7490474279717847E+000                  1.2408244931333854E+000                  5.4778986801127756E+000                 -3.8661681495147651E+000                  9.7444164177471499E+000                 -9.3535789753013265E+000                  4.2925747854439332E-002                  6.1215564754010321E-001                  8.5899893522392012E-001                  1.2724989833994211E+000                  7.2925912220774308E+003                  2.5097247140551659E-020                  7.1800000000000008E-001                  2.6797147940625970E-001                  2.4091274275684291E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0571098278562297E-004                  6.5375611897529416E-003                  1.4751436645041001E-005                  7.1800000000000008E-001                  1.4359999999994981E+000                  5.3594295881233156E-001                  4.8182548551351711E-003                  1.3075122379501302E-002                 -2.1135142011993064E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  2.5097247140551656E-020                  5.4778986801127756E+000                 -3.8661681495147655E+000                  0.0000000000000000E+000                  9.7444164177471499E+000                  6.3325252479117843E+001                  1.9156498429528787E+047                 -2.5898038037171448E+047                 -6.7415396076426611E+046                  1.9156498398698425E+047                 -2.5898038298588220E+047                 -6.7415396431357472E+046                  2.9740501209145966E+039                  1.8417439855417770E+015                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.9740661767833862E+039                                        0                                        0                                        6                  3.0053750738558854E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  2.5958682111999992E-004                  1.9999999999976072E+000                 -4.2873687855713767E+000                                      547                  2.5100076514863654E-004                  9.2681526851469098E-001                  1.7230843278809907E-003                  9.9999532054215334E-001                  9.4343878893087474E-001                  9.2681526851469098E-001                  1.7230843278809907E-003                  9.9999751352298494E-001                  9.4343878893087474E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4718834096633520E+003                  1.7582978477352172E+007                 -2.1135142492921460E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  7.8132227687617076E-008                  1.1374397245187522E+003                  3.6511995215319288E+000                  3.0559375511650302E+000                  1.7488285689712848E+000                  1.2412622111340172E+000                  5.4778986294092080E+000                 -3.8661678961265955E+000                  9.7444166181915435E+000                 -9.3535782153413365E+000                  4.2925761214302971E-002                  6.1215564762530161E-001                  8.5899893522392012E-001                  1.2724989833994209E+000                  4.3560020253755783E+003                  2.5097214649834712E-020                  7.1800000000000008E-001                  2.6797147940625970E-001                  2.4091274275684291E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0571098278562297E-004                  6.5375611897529416E-003                  1.4751436645041000E-005                  7.1800000000000008E-001                  1.4359999999982811E+000                  5.3594295881187803E-001                  4.8182548551310911E-003                  1.3075122379490231E-002                 -2.1135142492921460E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  2.5097214649834715E-020                  5.4778986294092071E+000                 -3.8661678961265955E+000                  0.0000000000000000E+000                  9.7444166181915435E+000                  6.3325304458031219E+001                  1.9156498158930532E+047                 -2.5898039910178333E+047                 -6.7415417512478011E+046                  1.9156498052152055E+047                 -2.5898040505526130E+047                 -6.7415422409252647E+046                  7.1155077206035812E+039                  4.5828433191580850E+015                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1156577914194093E+039                                        0                                        0                                        6                  3.0053747229805286E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  7.2035107872931792E-004                  1.9999999999936202E+000                 -3.8914625553332525E+000                                      551                  2.5114396693620879E-004                  9.2681526851653828E-001                  1.7230846235417277E-003                  9.9999478757257454E-001                  9.4177898938881432E-001                  9.2681526851653828E-001                  1.7230846235417277E-003                  9.9999505649864873E-001                  9.4177898938881432E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5864378428077389E+003                  1.8932378536928818E+007                 -2.1135143320499644E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  7.8132227465416709E-008                  1.0563592969129249E+003                  3.6433897958725767E+000                  3.0238248164282342E+000                  1.7483916529215895E+000                  1.2421360432325421E+000                  5.4778986696551186E+000                 -3.8661675163393854E+000                  9.7444170368262562E+000                 -9.3535774730012839E+000                  4.2925769749139267E-002                  6.1215564754301233E-001                  8.5899893522392012E-001                  1.2724989833994207E+000                  1.1154866252972927E+003                  2.5097274317909525E-020                  7.1800000000000008E-001                  2.6797147940625970E-001                  2.4091274275684291E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0571098278562297E-004                  6.5375611897529416E-003                  1.4751436645041001E-005                  7.1800000000000019E-001                  1.4359999999954194E+000                  5.3594295881080978E-001                  4.8182548551214868E-003                  1.3075122379464182E-002                 -2.1135143320499644E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  2.5097274317909522E-020                  5.4778986696551195E+000                 -3.8661675163393854E+000                  0.0000000000000000E+000                  9.7444170368262562E+000                  6.3325323526445992E+001                  1.9156497285964127E+047                 -2.5898044128915085E+047                 -6.7415468429509582E+046                  1.9156496987449026E+047                 -2.5898045470303878E+047                 -6.7415483339513080E+046                  1.6443542744984736E+040                  1.1403558957636174E+016                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6444040933465286E+040                                        0                                        0                                        6                  3.0053750014875270E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.8668799962237360E-003                  1.9999999999845861E+000                 -3.4955563250951283E+000                                      550                  2.5107733685809128E-004                  9.2885983312561293E-001                  1.7230854091572875E-003                  9.9999426769231836E-001                  9.4177895671186806E-001                  9.2885983312561293E-001                  1.7230854091572875E-003                  9.9999426769231836E-001                  9.4177895671186806E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7771962937633969E+003                  2.1172659659063838E+007                 -2.1135144027223657E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  7.8132227131996867E-008                  9.4458845564069418E+002                  3.6316182868931985E+000                  2.9752545791762603E+000                  1.7476495522543594E+000                  1.2436202445650406E+000                  5.4778989617718565E+000                 -3.8661669850904135E+000                  9.7444178622106836E+000                 -9.3535772394261656E+000                  4.2925758379177961E-002                  6.1215564700190361E-001                  8.5899893522392012E-001                  1.2724989833994209E+000                  2.3234899041511728E+001                  2.5097577626866871E-020                  7.1800000000000008E-001                  2.6797147940625970E-001                  2.4091274275684291E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0571098278562297E-004                  6.5375611897529416E-003                  1.4751436645041001E-005                  7.1800000000000008E-001                  1.4359999999889324E+000                  5.3594295880838894E-001                  4.8182548550997238E-003                  1.3075122379405111E-002                 -2.1135144027223657E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  2.5097577626866874E-020                  5.4778989617718565E+000                 -3.8661669850904135E+000                  0.0000000000000000E+000                  9.7444178622106836E+000                  6.3325230831969854E+001                  1.9156495284083963E+047                 -2.5898053756212699E+047                 -6.7415584721287360E+046                  1.9156494718918343E+047                 -2.5898056855558762E+047                 -6.7415620539511411E+046                  3.6587488294807928E+040                  2.8375657649941896E+016                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.6588494680901024E+040                                        0                                        0                                        6                  3.0053770229744969E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  4.7198108322034464E-003                  1.9999999999647171E+000                 -3.0996500948570045E+000                                      548                  2.5083486668786808E-004                  9.2885983313484033E-001                  1.7230875255584196E-003                  9.9999352296415900E-001                  9.3832532145116732E-001                  9.2885983313484033E-001                  1.7230875255584196E-003                  9.9999478757257454E-001                  9.3832532145116732E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0201133710980509E+003                  2.4009458498892564E+007                 -2.1135142608898562E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  7.8132226576109155E-008                  8.3298860170953253E+002                  3.6184832475109583E+000                  2.9206476304179039E+000                  1.7466161566396607E+000                  1.2456870357901231E+000                  5.4778995830523103E+000                 -3.8661660311480972E+000                  9.7444194426889510E+000                 -9.3535771501568234E+000                  4.2925728400983736E-002                  6.1215564585550886E-001                  8.5899893522392012E-001                  1.2724989833994209E+000                  7.1886303848602626E+000                  2.5098212462626406E-020                  7.1800000000000008E-001                  2.6797147940625970E-001                  2.4091274275684291E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0571098278562297E-004                  6.5375611897529416E-003                  1.4751436645041001E-005                  7.1800000000000030E-001                  1.4359999999746664E+000                  5.3594295880306475E-001                  4.8182548550518593E-003                  1.3075122379275226E-002                 -2.1135142608898562E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  2.5098212462626406E-020                  5.4778995830523112E+000                 -3.8661660311480972E+000                  0.0000000000000000E+000                  9.7444194426889492E+000                  6.3325015417962128E+001                  1.9156491589872111E+047                 -2.5898075766062273E+047                 -6.7415841761901626E+046                  1.9156490525539917E+047                 -2.5898082746834544E+047                 -6.7415921855785308E+046                  8.0285155331803487E+040                  7.0607947035564256E+016                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.0286739938550962E+040                                        0                                        0                                        6                  3.0053813223230152E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  1.1818815689988476E-002                  1.9999999999209324E+000                 -2.7037438646188803E+000                                      543                  2.5023256833173424E-004                  9.9999295807821731E-001                  1.7230929583124269E-003                  6.7855371197467207E-005                  7.8132226577487529E-008                  9.9999295807821731E-001                  7.8132226577487529E-008                  9.9999685966307172E-001                  9.9999478757257454E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2511053112521708E+003                  2.6681522659425471E+007                 -2.1135133340963751E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  7.8132226574398651E-008                  7.4957346824722219E+002                  3.6076220984658933E+000                  2.8748193854054138E+000                  1.7454243322235472E+000                  1.2480706846128429E+000                  5.4779007801394455E+000                 -3.8661640784200384E+000                  9.7444226020034943E+000                 -9.3535767125573539E+000                  4.2925674416728003E-002                  6.1215564364376329E-001                  8.5899893522392012E-001                  1.2724989833994209E+000                  7.6816565694086364E+001                  2.5099442400516939E-020                  7.1800000000000008E-001                  2.6797147940625970E-001                  2.4091274275684291E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0571098278562297E-004                  6.5375611897529416E-003                  1.4751436645041001E-005                  7.1800000000000019E-001                  1.4359999999432296E+000                  5.3594295879133136E-001                  4.8182548549463751E-003                  1.3075122378988970E-002                 -2.1135133340963751E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  2.5099442400516942E-020                  5.4779007801394455E+000                 -3.8661640784200384E+000                  0.0000000000000000E+000                  9.7444226020034961E+000                  6.3324612267013109E+001                  1.9156484967484006E+047                 -2.5898125958698486E+047                 -6.7416409912144805E+046                  1.9156483309644588E+047                 -2.5898142304200259E+047                 -6.7416589813902650E+046                  1.7976975618984572E+041                  1.7569891617903965E+017                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7977190016091502E+041                                        0                                        0                                        6                  3.0053896063524560E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      35                  2.9483411457712123E-002                  1.9999999998215012E+000                 -2.3078376343807565E+000                                      544                  2.4877771795540665E-004                  9.9999252062168975E-001                  1.7231048049310299E-003                  6.7855371201130943E-005                  7.8132226688509832E-008                  9.9999252062168975E-001                  1.7231048049310299E-003                  6.7855371201130943E-005                  7.8132226688509832E-008                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4173854565916495E+003                  2.8576353308413912E+007                 -2.1135098316056176E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  7.8132226681536580E-008                  6.9987500585328110E+002                  3.6007499972883390E+000                  2.8450231889127777E+000                  1.7442704363323376E+000                  1.2503784763736705E+000                  5.4779034060758862E+000                 -3.8661595006333891E+000                  9.7444298249554961E+000                 -9.3535750710351060E+000                  4.2925565692098988E-002                  6.1215563878476420E-001                  8.5899893522392012E-001                  1.2724989833994207E+000                  9.7228746868695524E+001                  2.5102157771091878E-020                  7.1800000000000008E-001                  2.6797147940625970E-001                  2.4091274275684291E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0571098278562297E-004                  6.5375611897529416E-003                  1.4751436645041001E-005                  7.1800000000000053E-001                  1.4359999998718374E+000                  5.3594295876468678E-001                  4.8182548547068306E-003                  1.3075122378338928E-002                 -2.1135098316056176E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  2.5102157771091884E-020                  5.4779034060758853E+000                 -3.8661595006333891E+000                  0.0000000000000000E+000                  9.7444298249554961E+000                  6.3323758482562781E+001                  1.9156479690142123E+047                 -2.5898249886282571E+047                 -6.7417701961404478E+046                  1.9156481758990857E+047                 -2.5898293702724193E+047                 -6.7418119390442045E+046                  4.1766601420811932E+041                  4.3723038736675827E+017                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.1766861543203822E+041                                        0                                        0                                        6                  3.0054077783216391E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      40                  7.3438578398454205E-002                  1.9999999995871258E+000                 -1.9119314041426323E+000                                      546                  2.4525550662523617E-004                  9.9999252062168975E-001                  1.7231219198983606E-003                  6.7855371209124549E-005                  7.8132226910554436E-008                  9.9999252062168975E-001                  1.7231219198983606E-003                  4.7283649434282093E-004                  7.8132226910554436E-008                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5070130232871174E+003                  2.9572481185252905E+007                 -2.1134970046075392E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  7.8132226894425050E-008                  6.7630245829000569E+002                  3.5974946217297386E+000                  2.8301422314182525E+000                  1.7433407087022750E+000                  1.2522379315829018E+000                  5.4779110660924113E+000                 -3.8661466537220370E+000                  9.7444503907482503E+000                 -9.3535714565577361E+000                  4.2925231841054484E-002                  6.1215562462459083E-001                  8.5899893522392023E-001                  1.2724989833994209E+000                  6.6963842016671236E+001                  2.5110050751775762E-020                  7.1800000000000008E-001                  2.6797147940625970E-001                  2.4091274275684291E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0571098278562297E-004                  6.5375611897529424E-003                  1.4751436645041001E-005                  7.1800000000000042E-001                  1.4359999997035560E+000                  5.3594295870188124E-001                  4.8182548541421911E-003                  1.3075122376806690E-002                 -2.1134970046075392E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  2.5110050751775765E-020                  5.4779110660924113E+000                 -3.8661466537220370E+000                  0.0000000000000000E+000                  9.7444503907482503E+000                  6.3321215397407741E+001                  1.9156539466782198E+047                 -2.5898614335894801E+047                 -6.7420748691126036E+046                  1.9156580917998680E+047                 -2.5898756058736732E+047                 -6.7421751388341686E+046                  1.0042823958783395E+042                  1.0882904993990199E+018                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0042853219916609E+042                                        0                                        0                                        6                  3.0054607876902435E+005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
