                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      4.2000000000000002E+000      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                 star_age                                star_mass                                   log_dt                                num_zones                           mass_conv_core                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                  extra_L                              log_extra_L                                 log_Teff                                    log_L                                    log_R                                    log_g                             log_center_T                           log_center_Rho                             log_center_P                        center_degeneracy                             center_gamma                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_c13                               center_n13                               center_n14                               center_o16                               center_o18                               surface_h1                            total_mass_h1                           total_mass_he4                           total_mass_c12                           total_mass_o16                                       pp                                      cno                                 tri_alfa                                   burn_c                                  c12_c12                                  c12_o16                                  o16_o16              total_internal_energy_start         total_gravitational_energy_start                       total_energy_start                    total_internal_energy               total_gravitational_energy                             total_energy                           total_eps_grav                      total_extra_heating           total_energy_sources_and_sinks 
                                     805                  1.5850006109033549E+008                  3.8153741441533762E+000                  2.9703710423492300E+000                                     2115                  0.0000000000000000E+000                  7.9958183496449553E-001                  7.1719153882076558E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1562718763971533E+000                  3.8290152600030778E+000                  3.4704372873932070E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5977750702331779E+000                  4.0318159219296712E+000                  2.3436166569511063E+000                  3.3219317178188568E-001                  8.2353434991957002E+000                  6.4410024199038380E+000                  2.3104395169839179E+001                  1.7278980759514759E+001                  3.8335161581297172E+000                  1.7543415885370262E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0839300875910305E-001                  2.1334032018789899E+000                  9.0629670707881760E-001                  3.2703042263768634E-001                  4.1503889027042767E-001                 -8.6938849287843798E+000                 -7.1690523164643283E+000                  3.8290152600030778E+000                  3.4532567948527104E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.3990031209691792E+049                 -1.1738333028285098E+050                 -5.3393299073159185E+049                  6.4254119772361129E+049                 -1.1783864583351890E+050                 -5.3584526061157763E+049                  1.8468676494323125E+047                  0.0000000000000000E+000                 -1.8468685586450620E+047 
                                     806                  1.5850098596969694E+008                  3.8076694761863772E+000                  2.9660850883320835E+000                                     2116                  0.0000000000000000E+000                  7.9958183496449742E-001                  7.1801344076300422E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.0416352798318229E+000                  3.8311126337026105E+000                  3.4724179142208271E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5975701523822847E+000                  4.0340119489977306E+000                  2.3451245061869224E+000                  3.2829958356201261E-001                  8.2344663598280423E+000                  6.4439881819297362E+000                  2.3108808581957806E+001                  1.7381019445720124E+001                  3.8500794485177603E+000                  1.7543415885370262E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0839200981913897E-001                  2.1279452761035280E+000                  9.0340943711075083E-001                  3.2739279426232037E-001                  4.1536293948173392E-001                 -8.6617877325921206E+000                 -7.0521765226941353E+000                  3.8311126337026105E+000                  3.4552296131257001E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.4253951191293117E+049                 -1.1783809376231952E+050                 -5.3584142571026404E+049                  6.4517870306284561E+049                 -1.1829294037607385E+050                 -5.3775070069789280E+049                  1.8441746575547829E+047                  0.0000000000000000E+000                 -1.8441755486888509E+047 
                                     807                  1.5850190225826693E+008                  3.7998161123922145E+000                  2.9620322691027781E+000                                     2120                  0.0000000000000000E+000                  7.9958183496449942E-001                  7.1890937894378071E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.9252249679398128E+000                  3.8331876572831876E+000                  3.4743869520797372E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5973720293635352E+000                  4.0361923658861212E+000                  2.3466109606686154E+000                  3.2443001203330429E-001                  8.2335959530109726E+000                  6.4469594097588816E+000                  2.3113200590382302E+001                  1.7483015710426841E+001                  3.8666112268701012E+000                  1.7543415885370257E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226149E-029                  5.7571693906072696E-001                  2.6765584455514784E-021                  7.0839104962378119E-001                  2.1223820229406596E+000                  9.0048433915843051E-001                  3.2775331530918084E-001                  4.1568426826039639E-001                 -8.6291058198070676E+000                 -6.9338992468055425E+000                  3.8331876572831876E+000                  3.4571905014862696E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.4517698427429816E+049                 -1.1829238079890457E+050                 -5.3774682371474751E+049                  6.4781583533955578E+049                 -1.1874699506930345E+050                 -5.3965411535347850E+049                  1.8424575558632577E+047                  0.0000000000000000E+000                 -1.8424584598179280E+047 
                                     808                  1.5850280828808239E+008                  3.7918269805671239E+000                  2.9571424896022842E+000                                     2099                  0.0000000000000000E+000                  7.9958183496450108E-001                  7.1959359761887753E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.8072047175353836E+000                  3.8352361796733314E+000                  3.4763318627048410E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5971632493653898E+000                  4.0383473638356744E+000                  2.3481060196396841E+000                  3.2052582658162398E-001                  8.2327340239654738E+000                  6.4499103981733725E+000                  2.3117562752813324E+001                  1.7584762109044270E+001                  3.8830778665633763E+000                  1.7543415885370262E+000                  4.9936721102646492E-001                  1.4154841207660537E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0838991393120421E-001                  2.1167226018953658E+000                  8.9752645758876637E-001                  3.2811127348212010E-001                  4.1600223707115319E-001                 -8.5954516818911806E+000                 -6.8143348489629370E+000                  3.8352361796733314E+000                  3.4591287480889457E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.4781408345483223E+049                 -1.1874642837239424E+050                 -5.3965020026911015E+049                  6.5044734677687719E+049                 -1.1919990574908002E+050                 -5.4155171071392281E+049                  1.8370724078484357E+047                  0.0000000000000000E+000                 -1.8370732880111094E+047 
                                     809                  1.5850370560245207E+008                  3.7836873652377263E+000                  2.9529446226449547E+000                                     2106                  0.0000000000000000E+000                  7.9958183496450452E-001                  7.2053896325302358E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.6875130651346542E+000                  3.8372689629072827E+000                  3.4782536917230620E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5969677383855396E+000                  4.0404856289138040E+000                  2.3495661741384493E+000                  3.1667224989523257E-001                  8.2318791889172687E+000                  6.4528458065033352E+000                  2.3121901943854951E+001                  1.7686411315278118E+001                  3.8995043032956054E+000                  1.7543415885370262E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226149E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0838888661323829E-001                  2.1109565882775727E+000                  8.9453053213154221E-001                  3.2846723905143949E-001                  4.1631733402153231E-001                 -8.5609116564066134E+000                 -6.6933651209857183E+000                  3.8372689629072827E+000                  3.4610438452171590E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.5044554674196829E+049                 -1.1919932895839851E+050                 -5.4154774284201684E+049                  6.5307728274682730E+049                 -1.1965237108262417E+050                 -5.4344642807941422E+049                  1.8345429664102881E+047                  0.0000000000000000E+000                 -1.8345438503942842E+047 
                                     810                  1.5850459340095201E+008                  3.7754033949911339E+000                  2.9483144068737097E+000                                     2107                  0.0000000000000000E+000                  7.9958183496450286E-001                  7.2126935619454691E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.5663470494663043E+000                  3.8392714443620166E+000                  3.4801588999262423E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5967608938379456E+000                  4.0425966186849074E+000                  2.3510353581191890E+000                  3.1278199919528055E-001                  8.2310323400788405E+000                  6.4557627514822427E+000                  2.3126213891946751E+001                  1.7787852775335207E+001                  3.9158727249805811E+000                  1.7543415885370262E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0838785959601769E-001                  2.1050883237267466E+000                  8.9149902285832328E-001                  3.2882083062652029E-001                  4.1662923164048915E-001                 -8.5255548708456850E+000                 -6.5711440834945289E+000                  3.8392714443620166E+000                  3.4629426768274874E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.5307547176148634E+049                 -1.1965179018467746E+050                 -5.4344243008528830E+049                  6.5570281422811294E+049                 -1.2010390574314810E+050                 -5.4533624320336787E+049                  1.8300280665009143E+047                  0.0000000000000000E+000                 -1.8300289646879075E+047 
                                     811                  1.5850547143850657E+008                  3.7669764938778201E+000                  2.9435130915350696E+000                                     2095                  0.0000000000000000E+000                  7.9958183496450641E-001                  7.2206428816754031E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.4438008197473211E+000                  3.8412517198855927E+000                  3.4820378760637358E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5965471179198274E+000                  4.0446845222945820E+000                  2.3525068617602636E+000                  3.0886854008498049E-001                  8.2301937882305953E+000                  6.4586600699434218E+000                  2.3130496865711738E+001                  1.7889037316298456E+001                  3.9321754955967947E+000                  1.7543415885370257E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514784E-021                  7.0838683154825199E-001                  2.0991188173488653E+000                  8.8843262261761080E-001                  3.2917190320282147E-001                  4.1693778943135990E-001                 -8.4893672025401816E+000                 -6.4477289012376602E+000                  3.8412517198855927E+000                  3.4648157704082183E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.5570096954573311E+049                 -1.2010331416358211E+050                 -5.4533217209008794E+049                  6.5832267215082661E+049                 -1.2055429257893273E+050                 -5.4722025363850052E+049                  1.8246839046017366E+047                  0.0000000000000000E+000                 -1.8246847912062740E+047 
                                     812                  1.5850634091837427E+008                  3.7583938817813332E+000                  2.9392595306150064E+000                                     2107                  0.0000000000000000E+000                  7.9958183496450630E-001                  7.2305965843338438E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.3194737465376809E+000                  3.8432158702518442E+000                  3.4839018875093619E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5963520312019628E+000                  4.0467635734354950E+000                  2.3539365607664480E+000                  3.0501852433452165E-001                  8.2293626806355960E+000                  6.4615418517120577E+000                  2.3134756916137025E+001                  1.7990084915983488E+001                  3.9484313724835212E+000                  1.7543415885370257E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464374E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0838582447048459E-001                  2.0930390160178365E+000                  8.8532686787232506E-001                  3.2952089503244542E-001                  4.1724338301937813E-001                 -8.4511334168532528E+000                 -6.3226928370795932E+000                  3.8432158702518442E+000                  3.4666722859400338E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.5832057820201723E+049                 -1.2055366225527170E+050                 -5.4721604435069977E+049                  6.6094023040671839E+049                 -1.2100411008994262E+050                 -5.4910087049270763E+049                  1.8217307553400776E+047                  0.0000000000000000E+000                 -1.8217316415154031E+047 
                                     813                  1.5850720082843339E+008                  3.7496640457564969E+000                  2.9344530292922686E+000                                     2098                  0.0000000000000000E+000                  7.9958183496449819E-001                  7.2378751966085264E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.1939634308649518E+000                  3.8451578704881619E+000                  3.4857337389953744E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5961457681122195E+000                  4.0488070593668350E+000                  2.3553708299116045E+000                  3.0114005208827943E-001                  8.2285395813869613E+000                  6.4644035392392647E+000                  2.3138987260457597E+001                  1.8090857962924478E+001                  3.9646201968433301E+000                  1.7543415885370262E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0838550675074863E-001                  2.0868549265100400E+000                  8.8218505421192728E-001                  3.2986735679666984E-001                  4.1754559674298819E-001                 -8.4122346833790154E+000                 -6.1965987307460750E+000                  3.8451578704881619E+000                  3.4684983966825551E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.6093831709487694E+049                 -1.2100350549966654E+050                 -5.4909673790178842E+049                  6.6355179907052037E+049                 -1.2145272964344864E+050                 -5.5097549736396587E+049                  1.8160576420965548E+047                  0.0000000000000000E+000                 -1.8160585306143576E+047 
                                     814                  1.5850805147755077E+008                  3.7407837081851434E+000                  2.9297504557201277E+000                                     2104                  0.0000000000000000E+000                  7.9958183496450108E-001                  7.2468467778673895E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.0672603675165035E+000                  3.8470757015706605E+000                  3.4875401526907610E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5959121094278488E+000                  4.0508232525528092E+000                  2.3568462438733340E+000                  2.9715946371837576E-001                  8.2277245089819235E+000                  6.4672463064069410E+000                  2.3143189641389526E+001                  1.8191372986668892E+001                  3.9807440121837683E+000                  1.7543415885370262E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0838507398226824E-001                  2.0805642276623528E+000                  8.7900610896313780E-001                  3.3021136486159913E-001                  4.1784449066612195E-001                 -8.3724745832290832E+000                 -6.0694163620078188E+000                  3.8470757015706605E+000                  3.4702987163330503E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.6354985881486181E+049                 -1.2145211885983148E+050                 -5.5097132978345289E+049                  6.6615760928727119E+049                 -1.2190018956071708E+050                 -5.5284428631989943E+049                  1.8106310109730965E+047                  0.0000000000000000E+000                 -1.8106318705446749E+047 
                                     815                  1.5850889351647311E+008                  3.7317443255108547E+000                  2.9253321667628644E+000                                     2107                  0.0000000000000000E+000                  7.9958183496450197E-001                  7.2550891467767509E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9392577212653590E+000                  3.8489729735801848E+000                  3.4893294513864470E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5957155454849556E+000                  4.0528327458007309E+000                  2.3582441183830802E+000                  2.9331299774942571E-001                  8.2269168678289439E+000                  6.4700719824121800E+000                  2.3147366750568040E+001                  1.8291688528293136E+001                  3.9968125802392485E+000                  1.7543415885370262E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514791E-021                  7.0838487284602492E-001                  2.0741608655922357E+000                  8.7578720152993317E-001                  3.3055313397592845E-001                  4.1814024348501150E-001                 -8.3314804981461936E+000                 -5.9410214960248444E+000                  3.8489729735801848E+000                  3.4720815430374410E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.6615562586488549E+049                 -1.2189957127854125E+050                 -5.5284008692052690E+049                  6.6875962217323638E+049                 -1.2234683230817729E+050                 -5.5470870090853632E+049                  1.8066283908537974E+047                  0.0000000000000000E+000                 -1.8066292399954043E+047 
                                     816                  1.5850972698189256E+008                  3.7225443978355925E+000                  2.9208875856129000E+000                                     2101                  0.0000000000000000E+000                  7.9958183496448976E-001                  7.2630733595602615E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.8101940457068686E+000                  3.8508479643944655E+000                  3.4910922905272432E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5955008502765908E+000                  4.0548065053229978E+000                  2.3596603885609428E+000                  2.8940846246562668E-001                  8.2261166685274496E+000                  6.4728803948247240E+000                  2.3151518322771270E+001                  1.8391791474470402E+001                  4.0128240755642626E+000                  1.7543415885370257E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0838480979828655E-001                  2.0676437765371176E+000                  8.7252797280207517E-001                  3.3089263607857744E-001                  4.1843281615258071E-001                 -8.2897501689365463E+000                 -5.8116359915903537E+000                  3.8508479643944655E+000                  3.4738378191437498E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.6875760645590745E+049                 -1.2234620551289664E+050                 -5.5470444867305887E+049                  6.7135705543215100E+049                 -1.2279252233045790E+050                 -5.5656816787242779E+049                  1.8020784573301592E+047                  0.0000000000000000E+000                 -1.8020791908180084E+047 
                                     817                  1.5851055165475234E+008                  3.7131855821495097E+000                  2.9162817020493441E+000                                     2096                  0.0000000000000000E+000                  7.9958183496449131E-001                  7.2708804835378338E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6801006387741868E+000                  3.8527009265778744E+000                  3.4928307672674048E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5952859686773913E+000                  4.0567600300734190E+000                  2.3610669141345539E+000                  2.8550218061562227E-001                  8.2253241624410602E+000                  6.4756705004524324E+000                  2.3155642806117271E+001                  1.8491637680934041E+001                  4.0287717369871929E+000                  1.7543415885370262E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464385E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0838477842237735E-001                  2.0610141339412431E+000                  8.6922915482890784E-001                  3.3122973757340701E-001                  4.1872208464510474E-001                 -8.2471462279095462E+000                 -5.6812791340245399E+000                  3.8527009265778744E+000                  3.4755709065529214E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.7135500451640897E+049                 -1.2279188709093638E+050                 -5.5656386639295469E+049                  6.7394884870835865E+049                 -1.2323708004883082E+050                 -5.5842195177994927E+049                  1.7968163842906035E+047                  0.0000000000000000E+000                 -1.7968171640883789E+047 
                                     818                  1.5851136844448340E+008                  3.7036560178750721E+000                  2.9121102690249909E+000                                     2117                  0.0000000000000000E+000                  7.9958183496448576E-001                  7.2785590541599887E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5489616982809382E+000                  3.8545304496536508E+000                  3.4945517958912724E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5950496282748658E+000                  4.0586865905596152E+000                  2.3625028751827015E+000                  2.8151424723583324E-001                  8.2245385092359022E+000                  6.4784450919419010E+000                  2.3159744319449345E+001                  1.8591320687808253E+001                  4.0446707913142719E+000                  1.7543415885370257E+000                  4.9936721102646492E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226171E-029                  5.7571693906072696E-001                  2.6765584455514791E-021                  7.0838476269210460E-001                  2.0542635358042247E+000                  8.6588676664326925E-001                  3.3156476135044732E-001                  4.1900832099535734E-001                 -8.2036629726745751E+000                 -5.5499245610170265E+000                  3.8545304496536508E+000                  3.4772854271394391E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.7394676668502686E+049                 -1.2323643871927266E+050                 -5.5841762050769967E+049                  6.7653728253851839E+049                 -1.2368089696065213E+050                 -5.6027168706800257E+049                  1.7931065555797468E+047                  0.0000000000000000E+000                 -1.7931074243465126E+047 
                                     819                  1.5851217705171821E+008                  3.6939570779987214E+000                  2.9077376227463225E+000                                     2106                  0.0000000000000000E+000                  7.9958183496446833E-001                  7.2864170747720780E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4168544419396509E+000                  3.8563368776243094E+000                  3.4962529612433677E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5948271910359724E+000                  4.0605992355582288E+000                  2.3639040721597970E+000                  2.7757305393446069E-001                  8.2237600262552757E+000                  6.4812028637399264E+000                  2.3163820922980371E+001                  1.8690787767008452E+001                  4.0605131287110083E+000                  1.7543415885370262E+000                  4.9936721102646492E-001                  1.4154841207660537E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464385E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0838475480282492E-001                  2.0473929546530969E+000                  8.6250152684091952E-001                  3.3189753706841429E-001                  4.1929137037119790E-001                 -8.1592078562865495E+000                 -5.4176411692042263E+000                  3.8563368776243094E+000                  3.4789807828787613E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.7653515477843639E+049                 -1.2368024760976970E+050                 -5.6026732131926051E+049                  6.7912122804757675E+049                 -1.2412378348462362E+050                 -5.6211660679865918E+049                  1.7886730612718289E+047                  0.0000000000000000E+000                 -1.7886739345527640E+047 
                                     820                  1.5851297702130064E+008                  3.6840927301201698E+000                  2.9030734739416983E+000                                     2125                  0.0000000000000000E+000                  7.9958183496446178E-001                  7.2939266895557209E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.2839667447103746E+000                  3.8581199398201722E+000                  3.4979196100682750E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5946060646785671E+000                  4.0624827345901222E+000                  2.3652880743905533E+000                  2.7364375766406590E-001                  8.2229892039333823E+000                  6.4839420023171499E+000                  2.3167869928798190E+001                  1.8789965559534799E+001                  4.0762873159070310E+000                  1.7543415885370262E+000                  4.9936721102646481E-001                  1.4154841207660539E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226171E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0838475084530439E-001                  2.0404052010362750E+000                  8.5907501430541944E-001                  3.3222783785693655E-001                  4.1957101484199250E-001                 -8.1138129418536895E+000                 -5.2846098167253475E+000                  3.8581199398201722E+000                  3.4806423299809217E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.7911905934686426E+049                 -1.2412312288246981E+050                 -5.6211216947783372E+049                  6.8169863626243201E+049                 -1.2456538927565318E+050                 -5.6395525649409951E+049                  1.7828602696146364E+047                  0.0000000000000000E+000                 -1.7828611148771050E+047 
                                     821                  1.5851377091244036E+008                  3.6740301624468255E+000                  2.8997609550175216E+000                                     2116                  0.0000000000000000E+000                  7.9958183496446844E-001                  7.3024899171458268E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1499423044735737E+000                  3.8598847186760974E+000                  3.4995874490870609E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  3.5943848220992960E+000                  4.0643483724972214E+000                  2.3666633785026452E+000                  2.6970531379146390E-001                  8.2222235326199300E+000                  6.4866709137905572E+000                  2.3171903749930276E+001                  1.8889157647643838E+001                  4.0920421264233120E+000                  1.7543415885370262E+000                  4.9936721102646492E-001                  1.4154841207660537E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.0613653826464380E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7341139009226160E-029                  5.7571693906072696E-001                  2.6765584455514788E-021                  7.0838474885982361E-001                  2.0332770315607558E+000                  8.5559598427523442E-001                  3.3255667223449270E-001                  4.1984812221341955E-001                 -8.0672645662420397E+000                 -5.1504679886022231E+000                  3.8598847186760974E+000                  3.4823039637310682E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.8169643533212520E+049                 -1.2456472245928002E+050                 -5.6395078926067491E+049                  6.8427730013199893E+049                 -1.2500704977685624E+050                 -5.6579319763656314E+049                  1.7823781787961595E+047                  0.0000000000000000E+000                 -1.7823789299586971E+047 
