                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      3.7999999999999998E+000      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16 
                                star_age                                star_mass                             he_core_mass                              c_core_mass                                   log_LH                                  log_LHe                                 log_Teff                                    log_L                                    log_g                             log_center_T                           log_center_Rho                             center_gamma                                center_h1                               center_he4                               center_c12                               surface_h1 
                 1.0000000000000001E-005                  3.7999999999999972E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787379057031226E+001                 -9.8999999999999986E+001                  3.6304486486245260E+000                  2.6965720237728834E+000                  1.7963778478499026E+000                  5.8596094064346067E+000                 -3.2666683535384702E+000                  2.8238421033586432E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 7.4416000000000000E-005                  3.7999999999999852E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787379013617462E+001                 -9.8999999999999986E+001                  3.6304486490354777E+000                  2.6965720195777778E+000                  1.7963778536888131E+000                  5.8596094092709352E+000                 -3.2666683450219782E+000                  2.8238421033748913E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000019E-001 
                 2.5958682111999992E-004                  3.7999999999999452E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787378888820065E+001                 -9.8999999999999986E+001                  3.6304486502830104E+000                  2.6965720077814908E+000                  1.7963778704752287E+000                  5.8596094174245028E+000                 -3.2666683205400231E+000                  2.8238421034209694E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 7.2035107872931792E-004                  3.7999999999998466E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787378578284184E+001                 -9.8999999999999986E+001                  3.6304486530882913E+000                  2.6965719772278880E+000                  1.7963779122499419E+000                  5.8596094377136430E+000                 -3.2666682596202432E+000                  2.8238421035344491E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000008E-001 
                 1.8668799962237360E-003                  3.7999999999996015E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787377805572156E+001                 -9.8999999999999986E+001                  3.6304486597137782E+000                  2.6965718997651393E+000                  1.7963780162146104E+000                  5.8596094881982328E+000                 -3.2666681080337088E+000                  2.8238421038222005E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 4.7198108322034464E-003                  3.7999999999989922E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787375882816956E+001                 -9.8999999999999986E+001                  3.6304486824947633E+000                  2.6965717311671518E+000                  1.7963782759364684E+000                  5.8596096138193792E+000                 -3.2666677308349645E+000                  2.8238421045489258E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.1818815689988476E-002                  3.7999999999974761E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787371098395306E+001                 -9.8999999999999986E+001                  3.6304487176850460E+000                  2.6965712280356420E+000                  1.7963789198289370E+000                  5.8596099263974821E+000                 -3.2666667922367734E+000                  2.8238421064212892E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 2.9483411457712123E-002                  3.7999999999937035E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787359193267644E+001                 -9.8999999999999986E+001                  3.6304488149794167E+000                  2.6965700151483709E+000                  1.7963805218932580E+000                  5.8596107041710406E+000                 -3.2666644566903509E+000                  2.8238421112453269E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 7.3438578398454205E-002                  3.7999999999843173E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4787329569779699E+001                 -9.8999999999999986E+001                  3.6304490571533203E+000                  2.6965669974556303E+000                  1.7963845082805414E+000                  5.8596126394865582E+000                 -3.2666586451302866E+000                  2.8238421234119317E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
