                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      9.0000000000000002E-001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16 
                                star_age                                star_mass                             he_core_mass                              c_core_mass                                   log_LH                                  log_LHe                                 log_Teff                                    log_L                                    log_g                             log_center_T                           log_center_Rho                             center_gamma                                center_h1                               center_he4                               center_c12                               surface_h1 
                 1.0000000000000001E-005                  8.9999999999999958E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6753574129036881E+001                 -9.8999999999999986E+001                  3.6284126626493149E+000                  1.8107430458362768E+000                  2.0485217947081811E+000                  5.6998486863241480E+000                 -2.5232468724818995E+000                  7.2178572681701372E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 7.4416000000000000E-005                  8.9999999999999669E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6753574376035147E+001                 -9.8999999999999986E+001                  3.6273739373909963E+000                  1.8065118909363376E+000                  2.0485980485748434E+000                  5.6998487044185042E+000                 -2.5232468450193153E+000                  7.2178571195870941E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 2.5958682111999992E-004                  8.9999999999998881E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6753575010384917E+001                 -9.8999999999999986E+001                  3.6248233441390174E+000                  1.7961151062888330E+000                  2.0487924602144285E+000                  5.6998487516608316E+000                 -2.5232467733165591E+000                  7.2178567316591849E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 7.2035107872931792E-004                  8.9999999999997027E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6753576003506929E+001                 -9.8999999999999986E+001                  3.6203696551972078E+000                  1.7779289559683655E+000                  2.0491638547676501E+000                  5.6998488642945366E+000                 -2.5232466023639675E+000                  7.2178558067794690E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 1.8668799962237360E-003                  8.9999999999992641E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6753577985550915E+001                 -9.8999999999999986E+001                  3.6144645276124949E+000                  1.7537307175030681E+000                  2.0497415828940739E+000                  5.6998490457380733E+000                 -2.5232463269492316E+000                  7.2178543170101750E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 4.7198108322034464E-003                  8.9999999999982250E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6753580103446204E+001                 -9.8999999999999986E+001                  3.6088309059483263E+000                  1.7305002670648264E+000                  2.0504375466755911E+000                  5.6998493765594489E+000                 -2.5232458247467688E+000                  7.2178516010061963E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.1818815689988476E-002                  8.9999999999957592E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6753580981882898E+001                 -9.8999999999999986E+001                  3.6050370775651657E+000                  1.7146883983026520E+000                  2.0510741019050043E+000                  5.6998499562060996E+000                 -2.5232449446896146E+000                  7.2178468428779438E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 2.9483411457712123E-002                  8.9999999999897873E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6753576119533573E+001                 -9.8999999999999986E+001                  3.6032164541950276E+000                  1.7069650493191202E+000                  2.0515149574076941E+000                  5.6998510899150716E+000                 -2.5232432231920257E+000                  7.2178375379017584E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 7.3438578398454205E-002                  8.9999999999751157E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6753556354512948E+001                 -9.8999999999999986E+001                  3.6026193227449932E+000                  1.7043455286131521E+000                  2.0517459523128174E+000                  5.6998535913359225E+000                 -2.5232394245724437E+000                  7.2178170090578544E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999975E-001 
