                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      8.0000000000000004E-001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16 
                                star_age                                star_mass                             he_core_mass                              c_core_mass                                   log_LH                                  log_LHe                                 log_Teff                                    log_L                                    log_g                             log_center_T                           log_center_Rho                             center_gamma                                center_h1                               center_he4                               center_c12                               surface_h1 
                 1.0000000000000001E-005                  7.9999999999999982E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701511192370052E+001                 -9.8999999999999986E+001                  3.6230746037216157E+000                  1.6891038603959827E+000                  2.0976562219902961E+000                  5.6998523056808956E+000                 -2.4224264152224229E+000                  7.7985074152912184E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 7.4416000000000000E-005                  7.9999999999999793E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701511446384103E+001                 -9.8999999999999986E+001                  3.6221240504639534E+000                  1.6852312913360283E+000                  2.0977265780196013E+000                  5.6998523244994468E+000                 -2.4224263866924258E+000                  7.7985072481400783E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 2.5958682111999992E-004                  7.9999999999999183E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701512102290749E+001                 -9.8999999999999986E+001                  3.6198177797446633E+000                  1.6758278862348071E+000                  2.0979049002436563E+000                  5.6998523739959168E+000                 -2.4224263116526861E+000                  7.7985068085015680E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999975E-001 
                 7.2035107872931792E-004                  7.9999999999997784E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701513143120700E+001                 -9.8999999999999986E+001                  3.6158380109180541E+000                  1.6595691820274094E+000                  2.0982445291446106E+000                  5.6998524931257242E+000                 -2.4224261310441872E+000                  7.7985057503660998E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.8668799962237360E-003                  7.9999999999994409E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701515230452149E+001                 -9.8999999999999986E+001                  3.6105535653335838E+000                  1.6379066806505229E+000                  2.0987692481835976E+000                  5.6998526900052298E+000                 -2.4224258325552537E+000                  7.7985040016832749E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 4.7198108322034464E-003                  7.9999999999986438E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701517571992905E+001                 -9.8999999999999986E+001                  3.6055813032290964E+000                  1.6173951472327626E+000                  2.0993917331833662E+000                  5.6998530453871297E+000                 -2.4224252937469068E+000                  7.7985008452676308E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.1818815689988476E-002                  7.9999999999967319E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701518166818733E+001                 -9.8999999999999986E+001                  3.6022759316096087E+000                  1.6036175509548753E+000                  2.0999478429831986E+000                  5.6998536973753975E+000                 -2.4224243052087706E+000                  7.7984950546692147E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 2.9483411457712123E-002                  7.9999999999920912E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701512550743754E+001                 -9.8999999999999986E+001                  3.6006984023829718E+000                  1.5969353273862168E+000                  2.1003199496450566E+000                  5.6998549829004199E+000                 -2.4224223560430014E+000                  7.7984836377530370E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 7.3438578398454205E-002                  7.9999999999806648E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701493436842558E+001                 -9.8999999999999986E+001                  3.6002051195303428E+000                  1.5947776031670253E+000                  2.1005045424531126E+000                  5.6998577866219247E+000                 -2.4224181048285072E+000                  7.7984587381731668E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.8281309940044160E-001                  7.9999999999523119E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701454892589194E+001                 -9.8999999999999986E+001                  3.6000996386867818E+000                  1.5942880171224141E+000                  2.1005722051219400E+000                  5.6998640207556495E+000                 -2.4224086519558301E+000                  7.7984033749627965E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 4.5497190750010674E-001                  7.9999999998818039E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701355399753808E+001                 -9.8999999999999986E+001                  3.6000882099390519E+000                  1.5942227191910709E+000                  2.1005917880585354E+000                  5.6998764804206274E+000                 -2.4223897582951146E+000                  7.7982927318576284E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 1.1321901128706655E+000                  7.9999999997063775E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6701080769884435E+001                 -9.8999999999999986E+001                  3.6000899085087719E+000                  1.5941968638591064E+000                  2.1006244376598571E+000                  5.6999030992957058E+000                 -2.4223493920745605E+000                  7.7980563691424767E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 2.8173257176583335E+000                  7.9999999992699256E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6700387545358232E+001                 -9.8999999999999986E+001                  3.6000937830873405E+000                  1.5941251275831514E+000                  2.1007116722263937E+000                  5.6999674430485854E+000                 -2.4222518169387124E+000                  7.7974850632738790E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 7.0104823457635836E+000                  7.9999999981843550E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6698662648913889E+001                 -9.8999999999999986E+001                  3.6001032449539352E+000                  1.5939452031253099E+000                  2.1009294440916810E+000                  5.7001272799536453E+000                 -2.4220094287643708E+000                  7.7960660635675416E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.7444397846610439E+001                  7.9999999954859635E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6694379427773740E+001                 -9.8999999999999986E+001                  3.6001267460868331E+000                  1.5934980312784668E+000                  2.1014706203236297E+000                  5.7005248754275311E+000                 -2.4214064814967751E+000                  7.7925374407359277E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 4.3407318465677676E+001                  7.9999999887890461E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6683766097942105E+001                 -9.8999999999999986E+001                  3.6001849620877020E+000                  1.5923886020379958E+000                  2.1028129132040196E+000                  5.7014319034908851E+000                 -2.4198263559187900E+000                  7.7857163617822314E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.0801137310051506E+002                  7.9999999722325443E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6657593383841782E+001                 -9.8999999999999986E+001                  3.6003281831549421E+000                  1.5896474977735684E+000                  2.1061269008386105E+000                  5.7029793150929935E+000                 -2.4152081800318497E+000                  7.7855725928262023E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000008E-001 
                 2.6876693432947360E+002                  7.9999999316849257E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6593788795266541E+001                 -9.8999999999999986E+001                  3.6006746050219030E+000                  1.5829426577694985E+000                  2.1142174261093225E+000                  5.7067580765242578E+000                 -2.4039292624165656E+000                  7.7852297973069015E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000008E-001 
                 6.5611921830560334E+002                  7.9999998376034831E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6447232168821731E+001                 -9.8999999999999986E+001                  3.6014689034720080E+000                  1.5674739326928595E+000                  2.1328633398790009E+000                  5.7154725919766260E+000                 -2.3779114520309785E+000                  7.7844785127597405E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.2120084421032320E+003                  7.9999997110796273E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6251897431196536E+001                 -9.8999999999999986E+001                  3.6025827286302268E+000                  1.5469415875015033E+000                  2.1578509788346532E+000                  5.7271639117875530E+000                 -2.3429965251378735E+000                  7.7835283818485160E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000008E-001 
                 1.8184786025526878E+003                  7.9999995832307891E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6055851491709408E+001                 -9.8999999999999986E+001                  3.6036133050484684E+000                  1.5258261607228731E+000                  2.1830887043457454E+000                  5.7389868260654771E+000                 -2.3076776188946426E+000                  7.7826332977183818E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000008E-001 
                 2.4726392582447593E+003                  7.9999994555536857E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5861303868915513E+001                 -9.8999999999999986E+001                  3.6047247506147277E+000                  1.5050655111032909E+000                  2.2082951292991817E+000                  5.7508084946709159E+000                 -2.2723515054707049E+000                  7.7818036832607615E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000008E-001 
                 3.1778832353172079E+003                  7.9999993281310144E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5668413367964439E+001                 -9.8999999999999986E+001                  3.6057886080242123E+000                  1.4841672793767573E+000                  2.2334487837462826E+000                  5.7626182542324598E+000                 -2.2370495937426527E+000                  7.7810429888098082E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 3.9383654489201040E+003                  7.9999992009340692E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5477073956198911E+001                 -9.8999999999999986E+001                  3.6068516185447446E+000                  1.4633109406833009E+000                  2.2585571576167527E+000                  5.7744218800403555E+000                 -2.2017596337347753E+000                  7.7803208828107498E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000008E-001 
                 4.7579496867588869E+003                  7.9999990740128812E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5287364174266717E+001                 -9.8999999999999986E+001                  3.6078382045780897E+000                  1.4422065264523143E+000                  2.2836079090909700E+000                  5.7862135943389532E+000                 -2.1664976101145159E+000                  7.7796454071499224E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 5.6432513707335293E+003                  7.9999989471265986E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5098925523078702E+001                 -9.8999999999999986E+001                  3.6088330690401316E+000                  1.4211432329440401E+000                  2.3086506535591576E+000                  5.7980147762892891E+000                 -2.1311976420995733E+000                  7.7790269582701715E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000008E-001 
                 6.5986166618712077E+003                  7.9999988203969363E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4911942816248047E+001                 -9.8999999999999986E+001                  3.6098323629359164E+000                  1.4001310514020733E+000                  2.3336600038045150E+000                  5.8098131835830227E+000                 -2.0958957808337946E+000                  7.7784695571253851E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1800000000000019E-001 
                 7.6285260774917642E+003                  7.9999986939047996E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4726501271019963E+001                 -9.8999999999999986E+001                  3.6108215565435566E+000                  1.3791264582391647E+000                  2.3586213645311296E+000                  5.8216024248996154E+000                 -2.0606144629923082E+000                  7.7779537128272319E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 8.7385425937431010E+003                  7.9999985677099217E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4542670542874612E+001                 -9.8999999999999986E+001                  3.6117457097077557E+000                  1.3579221162084449E+000                  2.3835223123679272E+000                  5.8333770009860677E+000                 -2.0253730546436470E+000                  7.7774622949416033E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 9.9347964963084632E+003                  7.9999984418443437E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4360459798719578E+001                 -9.8999999999999986E+001                  3.6126760291562809E+000                  1.3368068228561407E+000                  2.4083588766814912E+000                  5.8451353238491777E+000                 -1.9901773740094186E+000                  7.7769890060069610E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.1224287492063851E+004                  7.9999983162637234E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4179813208263825E+001                 -9.8999999999999986E+001                  3.6136175369912729E+000                  1.3157914044077197E+000                  2.4331403196525057E+000                  5.8568790329183109E+000                 -1.9550173848088490E+000                  7.7765643905929271E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.2615506466719859E+004                  7.9999981908182938E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4000555344453760E+001                 -9.8999999999999986E+001                  3.6144565753924214E+000                  1.2943969047375181E+000                  2.4578909661172674E+000                  5.8686186194925893E+000                 -1.9198546338083566E+000                  7.7762300966271861E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 1.4117448483452947E+004                  7.9999980654874003E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3822572906822604E+001                 -9.8999999999999986E+001                  3.6153333090544457E+000                  1.2731725016950424E+000                  2.4826222970040246E+000                  5.8803614983780834E+000                 -1.8846759169230298E+000                  7.7759321573206294E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 1.5737209663783133E+004                  7.9999979404071064E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3646044480917984E+001                 -9.8999999999999986E+001                  3.6161892650706333E+000                  1.2519131661925003E+000                  2.5073054497811058E+000                  5.8920949139668348E+000                 -1.8495257235843132E+000                  7.7756334317654996E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999975E-001 
                 1.7484221712097235E+004                  7.9999978155461393E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3470940935470981E+001                 -9.8999999999999986E+001                  3.6169876525393589E+000                  1.2304685170789222E+000                  2.5319436419912820E+000                  5.9038196544196380E+000                 -1.8143962678917811E+000                  7.7753662740012497E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999975E-001 
                 1.9370657384157937E+004                  7.9999976907809756E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3297062724846992E+001                 -9.8999999999999986E+001                  3.6178293513845703E+000                  1.2092126488592450E+000                  2.5565662988186983E+000                  5.9155478475355450E+000                 -1.7792491061943110E+000                  7.7751429756248241E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999975E-001 
                 2.1403482808233999E+004                  7.9999975663749845E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3124781070561051E+001                 -9.8999999999999986E+001                  3.6186109801904616E+000                  1.1877854545841604E+000                  2.5811200015637410E+000                  5.9272536327129748E+000                 -1.7441589278227576E+000                  7.7749807937295426E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999986E-001 
                 2.3597196083598737E+004                  7.9999974421302300E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2953801830140479E+001                 -9.8999999999999986E+001                  3.6193543671032034E+000                  1.1662352234065483E+000                  2.6056437736474671E+000                  5.9389561833372744E+000                 -1.7090710196002059E+000                  7.7748629740276617E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
                 2.5963909606282574E+004                  7.9999973181136319E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2784209689900374E+001                 -9.8999999999999986E+001                  3.6201188025693760E+000                  1.1448119369087970E+000                  2.6301247952774429E+000                  5.9506485911900251E+000                 -1.6740132414831870E+000                  7.7747469356257815E-002                  7.1799999999999997E-001                  2.6797147940625965E-001                  2.4091251279941914E-003                  7.1799999999999997E-001 
